onset	duration	trial_type	Load	Delay	ReactionTime	ResponseAccuracy	ExpectedResponse	ButtonPressCode	PresentationInterval	ResponseInterval	onset_noTriggerAdjust
0.0322500649999711	9.48141531900001	6	3	4.5	0.963045769000018	CORRECT	2	28	1.96917128699988	2.99497003600027	0.0322500649999711
11.5158004199998	7.99225932300033	8	5	3	1.04755574700039	CORRECT	1	5	2.00223753399996	2.99505026300039	11.5158004199998
21.5101057060001	8.00871485799962	2	1	3	1.20567551000022	CORRECT	1	5	2.00222576999977	3.01149889499993	21.5101057060001
31.5210283779998	7.99216968400015	5	3	3	0.981810601000234	CORRECT	2	28	2.00214942499997	3.01160422300018	31.5210283779998
43.5175020769998	9.49793497100018	3	1	4.5	0.749428277999868	CORRECT	1	5	2.0021985860003	2.99505722599997	43.5175020769998
59.0054705960001	6.519402808	1	1	1.5	1.82219416399994	CORRECT	2	28	2.00205233299994	3.01152364900008	59.0054705960001
71.5148218119998	9.49790488899998	12	7	4.5	1.03667794900002	CORRECT	2	28	2.00213332000021	2.99497728400002	71.5148218119998
85.0171031290001	9.49792289399966	6	3	4.5	1.52115466399982	INCORRECT	1	28	2.00214211100001	2.99504094199983	85.0171031290001
96.5171960799998	9.49790791099986	9	5	4.5	0.855408712999633	CORRECT	2	28	2.00221708100025	2.99495745499962	96.5171960799998
110.019452024	7.99215658000003	11	7	3	1.52268612299986	INCORRECT	2	5	1.98572062500034	2.99504426399972	110.019452024
126.02034056	7.99210943199978	8	5	3	0.969272130999798	CORRECT	2	28	2.002099671	2.99496220299989	126.02034056
138.016739056	9.49799367100013	9	5	4.5	1.35123186700002	CORRECT	1	5	2.00218511899993	3.0115845790001	138.016739056
151.51901633	6.4864294439999	4	3	1.5	0.899371198000154	INCORRECT	1	28	2.00212170099985	2.99503198899993	151.51901633
162.009754635	6.5029472250003	7	5	1.5	1.70042902100022	CORRECT	1	5	2.00217276700005	2.99504452200017	162.009754635
172.517020215	9.49788174700006	6	3	4.5	1.18648270499989	CORRECT	1	5	2.00221298900033	3.01148952299991	172.517020215
186.002759295	6.50287664999996	10	7	1.5	2.74599328900013	CORRECT	1	5	2.01868857299996	2.97842260100015	186.002759295
196.510017783	6.5029293409998	1	1	1.5	0.844031636999716	CORRECT	2	28	2.00225125899988	2.99502972999971	196.510017783
209.019469657	6.50290159700035	10	7	1.5	1.23798930700013	CORRECT	2	28	1.98562135100019	3.0115445360002	209.019469657
219.510217276	8.00862379499995	2	1	3	0.71611197700031	CORRECT	2	28	2.00214443300001	3.01146758499999	219.510217276
237.513184822	6.50288234100026	7	5	1.5	1.23730483500003	CORRECT	1	5	2.00215909300005	2.99492901500025	237.513184822
252.02481161	7.99215692399957	5	3	3	1.59584414700021	INCORRECT	1	28	1.98556182499988	3.01153032699995	252.02481161
264.021318163	9.4978955370002	3	1	4.5	1.21175527600008	INCORRECT	1	28	1.98561115300026	3.01149092100013	264.021318163
277.523659162	9.49780513099995	12	7	4.5	1.36663825999995	INCORRECT	2	5	1.98560604699969	3.01152582700024	277.523659162
289.023605419	7.99220004600011	11	7	3	1.67022621299975	INCORRECT	1	28	1.98570521000011	3.011580073	289.023605419
301.020129266	7.99219800599985	2	1	3	0.825000235000061	CORRECT	2	28	2.00217039400013	2.99504246199967	301.020129266
311.014464882	8.00871305300006	8	5	3	1.13197535300014	CORRECT	2	28	2.00212967699963	3.01157186600039	311.014464882
321.008761255	6.50296159399977	10	7	1.5	0.911417814999822	INCORRECT	1	28	2.01871972399977	2.99501272899988	321.008761255
335.503807273	6.5194840170002	1	1	1.5	1.22899820299972	CORRECT	1	5	2.00218549400006	3.01155397499997	335.503807273
344.008941314	8.00870223099992	11	7	3	1.061647128	CORRECT	1	5	2.00216009299993	2.99490186200001	344.008941314
354.003250691	6.51948007200008	7	5	1.5	1.20544256600033	CORRECT	2	28	2.01869411799998	3.01153044300008	354.003250691
362.508345114	6.50293048399999	4	3	1.5	1.15079913399995	CORRECT	2	28	2.00220947700018	2.995000377	362.508345114
373.015642924	7.99213261899968	11	7	3	1.07170791499993	CORRECT	2	28	2.00214531399979	2.99501649499962	373.015642924
383.009956078	9.51447723199999	3	1	4.5	2.03421613799992	CORRECT	2	28	2.00215673899993	3.01160191200006	383.009956078
396.512220545	9.49788490200035	12	7	4.5	2.21188736300019	CORRECT	2	28	2.00216097800012	2.99495739200029	396.512220545
408.012227379	8.0086884960001	2	1	3	1.06264770000007	CORRECT	1	5	2.00224938400015	3.01151566999988	408.012227379
428.017456713	6.48639479400026	10	7	1.5	1.73507219000021	CORRECT	2	28	2.00217212200005	2.99503192100019	428.017456713
438.508205066	9.51442097600011	3	1	4.5	1.23230355700025	INCORRECT	1	28	2.00217862599993	3.01149947100021	438.508205066
450.008292738	9.51442320500018	9	5	4.5	1.41321633100006	CORRECT	1	5	2.00210367999989	3.01155994200008	450.008292738
463.510533365	9.49794577500006	6	3	4.5	1.99565293600017	CORRECT	2	28	2.00216324199982	2.99502695199999	463.510533365
475.010589172	8.00872984499983	5	3	3	1.14398055400034	CORRECT	1	5	2.00217048400009	3.01153233500008	475.010589172
487.007161261	8.00865683099983	8	5	3	1.2155195119999	INCORRECT	2	5	2.00206598900013	2.99503926599982	487.007161261
