onset	duration	trial_number	trial_type	trial_type_coded	reaction_time	expected_response_coded	response	response_coded	accuracy	accuracy_scrambled	accuracy_task	rec_codes_during_enc	onset_probe	onset_noTriggerAdjust	onset_probe_noTriggerAdjust
0.0158445030001531	2	1	CONTROL	1	2.13168213100016	1	LEFT	5	1	1	0	0	0.0489244919999692	0.0158445030001531	0.0489244919999692
4.51657940099994	2	2	CONTROL	1	0.761881484000241	2	RIGHT	28	1	1	0	0	4.53319208699986	4.51657940099994	4.53319208699986
11.5159841660002	4	3	TASK	2	1.35325833100023	1	LEFT	5	1	0	1	16	12.5087868199998	11.5159841660002	12.5087868199998
19.524653595	2	4	CONTROL	1	1.09438423499978	1	LEFT	5	1	1	0	0	19.5412215870001	19.524653595	19.5412215870001
22.0563427360003	4	5	TASK	2	1.01177154400011	2	RIGHT	28	1	0	1	28	23.016042446	22.0563427360003	23.016042446
38.520432626	4	6	TASK	2	0.970367444999738	1	LEFT	5	1	0	1	1	39.5133438970001	38.520432626	39.5133438970001
49.5075990159999	2	7	CONTROL	1	0.725954970000203	2	RIGHT	28	1	1	0	0	49.5242281020001	49.5075990159999	49.5242281020001
56.5069232800001	2	8	CONTROL	1	0.70140397599971	2	RIGHT	28	1	1	0	0	56.5234740830001	56.5069232800001	56.5234740830001
66.0214175470001	4	9	TASK	2	0.590287689999968	2	RIGHT	28	1	0	1	33	67.0142112050003	66.0214175470001	67.0142112050003
70.522158839	2	10	CONTROL	1	0.709073395999894	2	RIGHT	28	1	1	0	0	70.538791081	70.522158839	70.538791081
76.0157459350003	4	11	TASK	2	0.579665823000141	2	RIGHT	28	1	0	1	17	77.0084881329999	76.0157459350003	77.0084881329999
81.509309173	4	12	TASK	2	0.434866478000004	2	RIGHT	28	1	0	1	11	82.50209868	81.509309173	82.50209868
92.5130023390002	4	13	TASK	2	1.03900560099964	1	LEFT	5	1	0	1	8	93.5057770490002	92.5130023390002	93.5057770490002
98.023086188	2	14	CONTROL	1	0.568026220999855	1	LEFT	5	1	1	0	0	98.0396219600002	98.023086188	98.0396219600002
104.525982949	4	15	TASK	2	0.633539032000044	1	LEFT	5	1	0	1	5	105.50225146	104.525982949	105.50225146
109.01021058	2	16	CONTROL	1	0.547509479999917	1	LEFT	5	1	1	0	0	109.026808784	109.01021058	109.026808784
112.021746123	2	17	CONTROL	1	0.668725015999826	2	RIGHT	28	1	1	0	0	112.038259493	112.021746123	112.038259493
118.508152832	4	18	TASK	2	0.579028250000192	2	RIGHT	28	1	0	1	25	119.500901564	118.508152832	119.500901564
125.010971658	2	19	CONTROL	1	1.10515264200012	1	LEFT	5	1	1	0	0	125.02752828	125.010971658	125.02752828
129.015403151	4	20	TASK	2	1.33763942299993	1	LEFT	5	1	0	1	21	130.008202385	129.015403151	130.008202385
135.005412385	4	21	TASK	2	0.703885070000069	2	RIGHT	28	1	0	1	35	136.014705987	135.005412385	136.014705987
151.006245323	4	22	TASK	2	0.858666892000201	1	LEFT	5	1	0	1	4	152.015538233	151.006245323	152.015538233
155.523516402	4	23	TASK	2	0.600885026000014	2	RIGHT	28	1	0	1	34	156.51628423	155.523516402	156.51628423
161.017066049	2	24	CONTROL	1	0.590014566999798	2	RIGHT	28	1	1	0	0	161.033548704	161.017066049	161.033548704
165.021409602	2	25	CONTROL	1	0.540086216999953	1	LEFT	5	1	1	0	0	165.037917115	165.021409602	165.037917115
174.502750527	2	26	CONTROL	1	0.549621779000063	2	RIGHT	28	1	1	0	0	174.519324163	174.502750527	174.519324163
179.516430077	2	27	CONTROL	1	0.722872382999867	2	RIGHT	28	1	1	0	0	179.533059529	179.516430077	179.533059529
182.048153238	4	28	TASK	2	0.58412555599989	2	RIGHT	28	1	0	1	15	183.007915607	182.048153238	183.007915607
189.014376652	2	29	CONTROL	1	0.599671616999785	2	RIGHT	28	1	1	0	0	189.030966432	189.014376652	189.030966432
193.018723026	4	30	TASK	2	0.594167408999965	2	RIGHT	28	1	0	1	36	194.01150315	193.018723026	194.01150315
202.020325816	4	31	TASK	2	0.407646847999786	2	RIGHT	28	1	0	1	14	203.013046251	202.020325816	203.013046251
209.515942832	4	32	TASK	2	0.675495302999934	1	LEFT	5	1	0	1	77	210.508789292	209.515942832	210.508789292
216.018924129	2	33	CONTROL	1	0.683067325000138	2	RIGHT	28	1	1	0	0	216.035445264	216.018924129	216.035445264
220.519647124	4	34	TASK	2	0.476821476999703	1	LEFT	5	1	0	1	87	221.512464659	220.519647124	221.512464659
226.013275599	4	35	TASK	2	0.599180584000351	1	LEFT	5	1	0	1	73	227.00601948	226.013275599	227.00601948
240.01189537	4	36	TASK	2	0.590561788999821	1	LEFT	5	1	0	1	94	241.004653339	240.01189537	241.004653339
254.01053005	4	37	TASK	2	0.660154589000285	1	LEFT	5	1	0	1	64	255.003385997	254.01053005	255.003385997
261.506278678	4	38	TASK	2	0.863534590000199	2	RIGHT	28	1	0	1	69	262.515699957	261.506278678	262.515699957
280.022257495	2	39	CONTROL	1	0.541147288000047	1	LEFT	5	1	1	0	0	280.038802032	280.022257495	280.038802032
283.01717347	4	40	TASK	2	0.484898980000253	2	RIGHT	28	1	0	1	97	284.010002704	283.01717347	284.010002704
292.018721625	4	41	TASK	2	0.592986623999877	1	LEFT	5	1	0	1	63	293.011521365	292.018721625	293.011521365
297.512287925	2	42	CONTROL	1	1.28117935	1	LEFT	5	1	1	0	0	297.52886103	297.512287925	297.52886103
305.504448043	2	43	CONTROL	1	0.518875497999943	1	LEFT	5	1	1	0	0	305.521003455	305.504448043	305.521003455
316.508093058	4	44	TASK	2	0.575907849999567	1	LEFT	5	1	0	1	70	317.517444067	316.508093058	317.517444067
324.020387405	4	45	TASK	2	1.18867125299994	1	LEFT	5	1	0	1	104	325.013161618	324.020387405	325.013161618
331.019708481	2	46	CONTROL	1	0.532211205999829	1	LEFT	5	1	1	0	0	331.036295064	331.019708481	331.036295064
336.513280614	4	47	TASK	2	0.623845562000042	2	RIGHT	28	1	0	1	45	337.506103226	336.513280614	337.506103226
347.020565214	4	48	TASK	2	0.875880078000137	2	RIGHT	28	1	0	1	83	348.01344445	347.020565214	348.01344445
358.02431422	2	49	CONTROL	1	1.13595814900009	1	LEFT	5	1	1	0	0	358.040785787	358.02431422	358.040785787
363.004940146	2	50	CONTROL	1	0.666516477000187	2	RIGHT	28	1	1	0	0	363.02139214	363.004940146	363.02139214
370.51714068	2	51	CONTROL	1	0.609223461000056	2	RIGHT	28	1	1	0	0	370.533703837	370.51714068	370.533703837
376.507120336	4	52	TASK	2	0.559308930000043	2	RIGHT	28	1	0	1	93	377.516511955	376.507120336	377.516511955
383.506492647	4	53	TASK	2	0.56152418199963	1	LEFT	5	1	0	1	46	384.515780212	383.506492647	384.515780212
390.522338249	4	54	TASK	2	0.596420973000022	2	RIGHT	28	1	0	1	96	391.515131121	390.522338249	391.515131121
405.017462756	4	55	TASK	2	0.79746956300005	2	RIGHT	28	1	0	1	49	406.010232532	405.017462756	406.010232532
412.016741614	4	56	TASK	2	0.844374196999979	2	RIGHT	28	1	0	1	103	413.009537282	412.016741614	413.009537282
418.503125134	4	57	TASK	2	1.07734747299992	2	RIGHT	28	1	0	1	66	419.512514686	418.503125134	419.512514686
429.506781708	4	58	TASK	2	0.513899146999847	2	RIGHT	28	1	0	1	48	430.516177723	429.506781708	430.516177723
443.505492105	4	59	TASK	2	0.65609636399995	2	n/a	10	0	0	0	99	444.514832796	443.505492105	444.514832796
448.022760104	4	60	TASK	2	0.633474179999666	1	LEFT	5	1	0	1	98	449.015528311	448.022760104	449.015528311
453.01995709	4	61	TASK	2	0.559329502999844	2	RIGHT	28	1	0	1	62	454.012775657	453.01995709	454.012775657
459.506257058	2	62	CONTROL	1	0.59726743300007	1	LEFT	5	1	1	0	0	459.522890171	459.506257058	459.522890171
465.01642454	4	63	TASK	2	0.442284723999819	1	LEFT	5	1	0	1	102	466.009254281	465.01642454	466.009254281
473.521463158	4	64	TASK	2	0.649643042999742	2	RIGHT	28	1	0	1	82	474.514320737	473.521463158	474.514320737
