onset	duration	trial_type	Load	Delay	ReactionTime	ResponseAccuracy	ExpectedResponse	ButtonPressCode	PresentationInterval	ResponseInterval	onset_noTriggerAdjust
0.0158684689999973	9.49782514800017	6	3	4.5	0.733108907000315	CORRECT	2	28	2.00208247399996	3.0114841200002	0.0158684689999973
11.515889109	7.99214572400024	8	5	3	1.10162099599984	CORRECT	1	5	2.00214528200013	2.99499965299992	11.515889109
21.5101775930002	8.00874693500009	2	1	3	0.402580037000007	CORRECT	1	5	2.00222184699987	3.01151912000023	21.5101775930002
31.5210982680001	7.9920765060001	5	3	3	0.870927331000075	CORRECT	2	28	1.98560553100015	2.99495177400013	31.5210982680001
43.517595068	9.49798060400008	3	1	4.5	0.854303566999988	CORRECT	1	5	2.00214385100026	3.01168855199967	43.517595068
59.0219933480003	6.48636810700009	1	1	1.5	1.06044612300002	CORRECT	2	28	1.98563390399977	2.9949950780001	59.0219933480003
71.5148652770004	9.49795369499998	12	7	4.5	1.66302829599999	CORRECT	2	28	2.00225404899993	2.99498891400026	71.5148652770004
85.0171212710002	9.49789556899987	6	3	4.5	1.15438900400022	CORRECT	1	5	2.00221011199983	2.99498235600004	85.0171212710002
96.5172022840002	9.4979682889998	9	5	4.5	0.962169992000327	CORRECT	2	28	2.00219614099979	2.99495543900002	96.5172022840002
110.019509525	7.99214256100004	11	7	3	1.47325822700031	CORRECT	2	28	2.00217823899993	2.99502676400016	110.019509525
126.020356822	7.9921229509996	8	5	3	1.00138266400018	CORRECT	2	28	1.98553838099997	2.99492019799982	126.020356822
138.016800345	9.49789231299974	9	5	4.5	1.16986998399989	CORRECT	1	5	2.00220603999969	3.01151302299968	138.016800345
151.519031723	6.50296242599961	4	3	1.5	1.26430631699986	CORRECT	1	5	2.00217083699999	3.01150251899981	151.519031723
162.00979537	6.50295442300012	7	5	1.5	1.88345062600001	CORRECT	1	5	2.00219497299986	2.99501102500017	162.00979537
172.51709132	9.49793365800042	6	3	4.5	0.814393905000088	CORRECT	1	5	2.00217876200031	3.0115743170004	172.51709132
186.019322178	6.50294215900021	10	7	1.5	1.4166150799997	INCORRECT	1	28	2.00213008900027	3.01157508699998	186.019322178
196.510047539	6.50288958300007	1	1	1.5	0.785469823999847	CORRECT	2	28	2.00218136300009	2.99490953499981	196.510047539
209.019518806	6.5028907410001	10	7	1.5	1.40122800200015	CORRECT	2	28	2.00218271499989	3.01151507300028	209.019518806
219.510231737	8.00867801300001	2	1	3	0.715736934999768	CORRECT	2	28	2.00217606900014	3.01152551299992	219.510231737
237.513263283	6.50287519500034	7	5	1.5	1.38791637099985	INCORRECT	1	28	2.00214987000027	2.99494773300012	237.513263283
252.008303591	8.00876962599978	5	3	3	0.799717363000127	CORRECT	1	5	2.002189026	3.01162845299996	252.008303591
264.021319629	9.48136990300009	3	1	4.5	0.908307049000086	CORRECT	1	5	1.98563365100017	2.99497920100021	264.021319629
277.507007529	9.51450084700036	12	7	4.5	1.03479450700024	CORRECT	2	28	2.01877764000028	2.9949805590004	277.507007529
289.007124746	8.00872419699999	11	7	3	1.74710279600004	CORRECT	1	5	2.0021993600003	3.01153271699968	289.007124746
301.020151126	7.99214849400005	2	1	3	0.704963951000082	CORRECT	2	28	2.002256278	2.99496850500009	301.020151126
311.014556723	7.99210829599997	8	5	3	0.757731724000223	CORRECT	2	28	2.00214493900012	2.99498827800016	311.014556723
321.008812889	6.50293975800014	10	7	1.5	1.28178898799979	INCORRECT	1	28	2.00219902500021	2.99500223099994	321.008812889
335.520408624	6.50289467399989	1	1	1.5	0.746115450000161	CORRECT	1	5	1.98560975999999	3.01150288700001	335.520408624
344.025542398	7.99220259100002	11	7	3	1.6650098340001	CORRECT	1	5	1.98559961499996	3.01162389299998	344.025542398
354.019850864	6.48638385499999	7	5	1.5	1.14331738800001	CORRECT	2	28	2.00216307000028	2.9949992779998	354.019850864
362.5249535	6.48633902499978	4	3	1.5	0.829425752999668	CORRECT	2	28	1.98569122599974	2.99493143499967	362.5249535
