onset	duration	value	trial_type
8.1335	13.5000	1	rest_ons
21.6335	3.0000	1	prep_ons
24.6335	13.5000	1	hold_ons
38.1335	13.5000	1	rest_ons
51.6335	3.0000	1	prep_ons
54.6335	13.5000	1	hold_ons
68.1335	13.5000	1	rest_ons
81.6335	3.0000	1	prep_ons
84.6335	13.5000	1	hold_ons
98.1335	13.5000	1	rest_ons
111.6335	3.0000	1	prep_ons
114.6335	13.5000	1	hold_ons
128.1335	13.5000	1	rest_ons
141.6335	3.0000	1	prep_ons
144.6335	13.5000	1	hold_ons
