onset	duration	trial_number	trial_type	trial_type_coded	reaction_time	expected_response_coded	response	response_coded	accuracy	accuracy_scrambled	accuracy_task	rec_codes_during_enc	onset_probe	onset_noTriggerAdjust	onset_probe_noTriggerAdjust
112.005513674041	2	17	CONTROL	1	0.707945951892725	2	RIGHT	28	1	1	0	0	112.022043988107	112.005513674041	112.022043988107
118.521057264112	4	18	TASK	2	1.64209961988399	2	RIGHT	28	1	0	1	25	119.515796850116	118.521057264112	119.515796850116
125.020129377112	2	19	CONTROL	1	0.607640980888391	1	LEFT	5	1	1	0	0	125.036681554112	125.020129377112	125.036681554112
129.015632459116	4	20	TASK	2	2.96296433889256	1	LEFT	5	1	0	1	21	130.010411310107	129.015632459116	130.010411310107
135.017381915107	4	21	TASK	2	2.04316812389288	2	RIGHT	28	1	0	1	35	136.012134414107	135.017381915107	136.012134414107
151.016256712111	4	22	TASK	2	1.01197638396707	1	LEFT	5	1	0	1	4	152.011138921033	151.016256712111	152.011138921033
155.525894601033	4	23	TASK	2	1.67266389688803	2	LEFT	5	0	0	0	34	156.520521615112	155.525894601033	156.520521615112
161.013557807107	2	24	CONTROL	1	0.892745628887951	2	RIGHT	28	1	1	0	0	161.030113887112	161.013557807107	161.030113887112
165.009135308107	2	25	CONTROL	1	0.758000862892914	1	LEFT	5	1	1	0	0	165.025693075107	165.009135308107	165.025693075107
174.509060931033	2	26	CONTROL	1	0.556227901888178	2	RIGHT	28	1	1	0	0	174.525606039112	174.509060931033	174.525606039112
179.515941309107	2	27	CONTROL	1	0.579818150888059	2	RIGHT	28	1	1	0	0	179.532527901112	179.515941309107	179.532527901112
182.052523781112	4	28	TASK	2	2.21418363188423	2	RIGHT	28	1	0	1	15	183.014096959116	182.052523781112	183.014096959116
189.015787469107	2	29	CONTROL	1	0.628613648887949	2	RIGHT	28	1	1	0	0	189.032430715112	189.015787469107	189.032430715112
193.011360097112	4	30	TASK	2	0.606050658971071	2	RIGHT	28	1	0	1	36	194.006230894029	193.011360097112	194.006230894029
202.013892746112	4	31	TASK	2	2.89486997089261	2	RIGHT	28	1	0	1	14	203.008664387107	202.013892746112	203.008664387107
209.507744239103	4	32	TASK	2	1.00030550889278	1	LEFT	5	1	0	1	77	210.519064093107	209.507744239103	210.519064093107
216.006733851112	2	33	CONTROL	1	0.585985202896609	2	RIGHT	28	1	1	0	0	216.023327673103	216.006733851112	216.023327673103
220.516250106112	4	34	TASK	2	1.09226111389262	1	LEFT	5	1	0	1	87	221.511083813107	220.516250106112	221.511083813107
226.020558417116	4	35	TASK	2	2.32556222888434	1	LEFT	5	1	0	1	73	227.015275173116	226.020558417116	227.015275173116
240.013451850107	4	36	TASK	2	2.14093615594584	1	LEFT	5	1	0	1	94	241.008243089054	240.013451850107	241.008243089054
254.022851767116	4	37	TASK	2	1.26571417989271	1	LEFT	5	1	0	1	64	255.017604391107	254.022851767116	255.017604391107
261.516648317116	4	38	TASK	2	1.22427264192129	2	RIGHT	28	1	0	1	69	262.511439016078	261.516648317116	262.511439016078
280.019000676112	2	39	CONTROL	1	0.638579086967184	1	LEFT	5	1	1	0	0	280.035662636033	280.019000676112	280.035662636033
283.019866502107	4	40	TASK	2	1.03544914688837	2	RIGHT	28	1	0	1	97	284.014596808111	283.019866502107	284.014596808111
292.022343366116	4	41	TASK	2	1.83878629688388	1	LEFT	5	1	0	1	63	293.017082085116	292.022343366116	293.017082085116
297.526666019107	2	42	CONTROL	1	0.763880776888072	1	LEFT	5	1	1	0	0	297.543257762112	297.526666019107	297.543257762112
305.517789623116	2	43	CONTROL	1	0.529828317942247	1	LEFT	5	1	1	0	0	305.534443824058	305.517789623116	305.534443824058
316.510004599029	4	44	TASK	2	n/a	1	n/a	n/a	0	0	0	70	317.504671305033	316.510004599029	317.504671305033
324.020281595112	4	45	TASK	2	n/a	1	n/a	n/a	0	0	0	104	325.015108343029	324.020281595112	325.015108343029
331.016658321107	2	46	CONTROL	1	0.52027863893818	1	LEFT	5	1	1	0	0	331.033269131062	331.016658321107	331.033269131062
336.520927265112	4	47	TASK	2	0.975340445884285	2	RIGHT	28	1	0	1	45	337.515648539116	336.520927265112	337.515648539116
347.015620186107	4	48	TASK	2	1.27957093892974	2	RIGHT	28	1	0	1	83	348.01037118007	347.015620186107	348.01037118007
358.024206827107	2	49	CONTROL	1	0.502153775896659	1	LEFT	5	1	1	0	0	358.040806418103	358.024206827107	358.040806418103
363.014472725107	2	50	CONTROL	1	0.683031327892422	2	RIGHT	28	1	1	0	0	363.031078682107	363.014472725107	363.031078682107
370.508266472107	2	51	CONTROL	1	0.653872214887997	2	RIGHT	28	1	1	0	0	370.524880179112	370.508266472107	370.524880179112
376.526533591116	4	52	TASK	2	1.01261102494618	2	RIGHT	28	1	0	1	93	377.504769404054	376.526533591116	377.504769404054
383.506408370107	4	53	TASK	2	1.09529043288421	1	LEFT	5	1	0	1	46	384.517677502115	383.506408370107	384.517677502115
390.519442291103	4	54	TASK	2	1.57312834889262	2	RIGHT	28	1	0	1	96	391.514170609107	390.519442291103	391.514170609107
405.026253359112	4	55	TASK	2	0.86612696588827	2	RIGHT	28	1	0	1	49	406.020960562112	405.026253359112	406.020960562112
412.006010752112	4	56	TASK	2	1.73773283588844	2	RIGHT	28	1	0	1	103	413.017391491112	412.006010752112	413.017391491112
418.505093883095	4	57	TASK	2	1.15505434289298	2	RIGHT	28	1	0	1	66	419.516453857107	418.505093883095	419.516453857107
429.513677156107	4	58	TASK	2	1.1832747869671	2	RIGHT	28	1	0	1	48	430.508532703033	429.513677156107	430.508532703033
443.523113440116	4	59	TASK	2	1.90511520693371	2	RIGHT	28	1	0	1	99	444.517954331066	443.523113440116	444.517954331066
448.032741693066	4	60	TASK	2	0.94131343193385	1	LEFT	5	1	0	1	98	449.010825463066	448.032741693066	449.010825463066
453.022985192107	4	61	TASK	2	2.09572937089251	2	RIGHT	28	1	0	1	62	454.017736327107	453.022985192107	454.017736327107
459.522075560107	2	62	CONTROL	1	0.583184195884314	1	LEFT	5	1	1	0	0	459.538559652116	459.522075560107	459.538559652116
465.009724618116	4	63	TASK	2	1.1307807298881	1	LEFT	5	1	0	1	102	466.021065296112	465.009724618116	466.021065296112
473.514847607107	4	64	TASK	2	1.04355805288787	2	RIGHT	28	1	0	1	82	474.509672142112	473.514847607107	474.509672142112
