onset	duration	trial_type	Load	Delay	ReactionTime	ResponseAccuracy	ExpectedResponse	ButtonPressCode	PresentationInterval	ResponseInterval	onset_noTriggerAdjust
0.0307287858104246	9.48337628778472	6	3	4.5	0.544855382404876	CORRECT	2	28	1.98956422600031	3.00085757699981	0.0307287858104246
11.5201216348105	7.9912436487848	8	5	3	1.03773082797443	CORRECT	1	5	2.00615161899987	3.00091969956975	11.5201216348105
21.5174608138104	8.00766381599988	2	1	3	0.556308191404696	CORRECT	1	5	2.00606668399996	3.00078645021495	21.5174608138104
31.5147052235952	8.00774320521532	5	3	3	0.659731460405055	CORRECT	2	28	2.0059906934307	3.00085688221543	31.5147052235952
43.5180629615952	9.49985736943063	3	1	4.5	0.542672482189573	CORRECT	1	5	1.98944347921542	3.00084604221547	43.5180629615952
59.0195952945951	6.49903337500018	1	1	1.5	0.682990280189642	CORRECT	2	28	1.98942472900035	3.00082001678493	59.0195952945951
71.5203304165952	9.49980637021508	12	7	4.5	2.47842416040476	INCORRECT	2	5	1.98940768600005	3.00079014021503	71.5203304165952
85.0157859778105	9.49983359178486	6	3	4.5	0.613513115619753	CORRECT	1	5	2.00602059999983	3.00077185921509	85.0157859778105
96.5216679570258	9.49991640300004	9	5	4.5	0.744418129404494	CORRECT	2	28	1.9894904570001	3.0007913184304	96.5216679570258
110.017189680811	7.99115819200006	11	7	3	2.66555638040518	CORRECT	2	28	2.00602565121517	2.98420957621556	110.017189680811
126.016151084595	8.00772510443085	8	5	3	0.956720363758905	CORRECT	2	28	2.0060773350001	3.00090412478494	126.016151084595
138.019422562595	9.49986580143059	9	5	4.5	1.52956447118913	CORRECT	1	5	2.0060596242156	3.00082240021493	138.019422562595
151.514871122026	6.4990425795695	4	3	1.5	0.779302090189503	CORRECT	1	5	2.00616517878461	2.98425866278467	151.514871122026
162.009515930811	6.51565954921489	7	5	1.5	1.89290302797463	CORRECT	1	5	2.00606265321494	3.00084599299998	162.009515930811
172.520743581291	9.49991906051901	6	3	4.5	0.70781100940485	CORRECT	1	5	1.9895224947345	3.00082947821511	172.520743581291
186.016268898811	6.49895326821525	10	7	1.5	1.55369478618968	CORRECT	1	5	2.00606388400001	3.00081697221549	186.016268898811
196.510878240026	6.49898888878488	1	1	1.5	0.824918406189681	CORRECT	2	28	2.0060242675695	2.98417039800006	196.510878240026
209.011532613811	6.49912130799976	10	7	1.5	1.08425046018965	CORRECT	2	28	2.0061826047845	2.98430262200009	209.011532613811
219.506232506595	8.00775672200007	2	1	3	0.88293490318938	CORRECT	2	28	2.02263817200037	3.00086946078454	219.506232506595
237.52776107181	6.48252961156959	7	5	1.5	1.08322034140474	CORRECT	1	5	1.98957459156964	2.98428265078473	237.52776107181
252.01798713981	7.99118905078467	5	3	3	0.81568564618965	CORRECT	1	5	1.98960417978469	3.00077025778455	252.01798713981
264.004736549026	9.51655112678463	3	1	4.5	0.474483196974234	CORRECT	1	5	2.02271293900003	3.00091618278475	264.004736549026
277.516876325595	9.49980403743075	12	7	4.5	1.647734836974	CORRECT	2	28	1.98943570000029	3.00080010600004	277.516876325595
289.022818170595	7.99114237056983	11	7	3	0.649450223189433	CORRECT	1	5	1.98944417021539	3.00078259335442	289.022818170595
301.009541698026	8.00781434356941	2	1	3	0.742748628974368	CORRECT	2	28	2.00606716778475	3.00093131256926	301.009541698026
311.006804235595	8.00780497400001	8	5	3	0.767518388189728	CORRECT	2	28	2.00607686800004	3.00084360878463	311.006804235595
321.020691543811	6.49900976299978	10	7	1.5	0.941860273620023	CORRECT	1	5	1.98950523599979	3.00081705843058	321.020691543811
335.510915444595	6.51553272543015	1	1	1.5	0.684887182619605	CORRECT	1	5	2.00604040843018	3.00077069264535	335.510915444595
344.015989308026	8.00772456000004	11	7	3	0.956280938189138	CORRECT	1	5	2.00609264156947	3.00076978721518	344.015989308026
354.013228741595	6.49912121399984	7	5	1.5	1.18741279440474	CORRECT	2	28	2.00612101899969	2.98424264599998	354.013228741595
362.51844196181	6.49904254078501	4	3	1.5	0.940858409404882	CORRECT	2	28	1.98951804278477	3.00089878600011	362.51844196181
373.012981269026	8.00783827478472	11	7	3	0.987936187404557	CORRECT	2	28	2.00609808578474	3.00085701121498	373.012981269026
383.010257704811	9.53303143178482	3	1	4.5	n/a	NO_RESPONSE	2	n/a	2.00607274121512	3.03394876599987	383.010257704811
396.52234874338	9.49992523099991	12	7	4.5	0.92028503218944	CORRECT	2	28	1.98948076843044	3.0175083495692	396.52234874338
408.011736026658	8.00775844793725	2	1	3	0.486183530189464	CORRECT	1	5	2.00606919215261	3.00082170778478	408.011736026658
428.022759245241	6.4991075437847	10	7	1.5	0.97676021118923	CORRECT	2	28	1.98956820413878	3.00084887621506	428.022759245241
438.517475066811	9.49982634621529	3	1	4.5	0.59150734818968	CORRECT	1	5	1.98948717721487	3.00075697221564	438.517475066811
450.006948292811	9.51632523799981	9	5	4.5	0.81261708740476	CORRECT	1	5	2.00594481621511	3.00076090121502	450.006948292811
463.519043201595	9.49969574700026	6	3	4.5	0.554735580404667	CORRECT	2	28	1.98934201821521	3.00078418900011	463.519043201595
475.00828296381	8.00775721900027	5	3	3	0.684057448189378	CORRECT	1	5	2.00607369321551	3.00090076300012	475.00828296381
487.011583837026	8.00778627578484	8	5	3	2.11720176440485	CORRECT	2	28	2.00615011856962	3.00083659921529	487.011583837026
499.01497315781	6.51561194700025	4	3	1.5	1.08474323518931	CORRECT	2	28	2.00609853978494	3.01742405000005	499.01497315781
507.520110744596	6.49897902343037	4	3	1.5	0.965240736404667	CORRECT	1	5	1.98951302221485	3.00084166943043	507.520110744596
520.02084543581	7.99117493078484	5	3	3	1.07262743318961	INCORRECT	2	5	1.98948641378502	3.00086191478476	520.02084543581
530.018093523595	9.49986734100003	12	7	4.5	0.895909830404889	INCORRECT	1	28	1.98946078200015	3.00084994500003	530.018093523595
547.509114671595	9.51643298999988	9	5	4.5	0.720270127974345	CORRECT	1	5	2.00612167200006	3.00085832256946	547.509114671595
559.015079994595	6.49899903343021	1	1	1.5	0.766836173404954	CORRECT	2	28	2.00610950021519	3.00081216843046	559.015079994595
567.520239208595	6.49899527100024	7	5	1.5	1.15494845418925	CORRECT	2	28	1.98943315443057	3.00084462578479	567.520239208595
