onset	duration	value	trial_type
8.2240	13.5000	1	rest_ons
21.7240	3.0000	1	prep_ons
24.7240	13.5000	1	hold_ons
38.2240	13.5000	1	rest_ons
51.7240	3.0000	1	prep_ons
54.7240	13.5000	1	hold_ons
68.2240	13.5000	1	rest_ons
81.7240	3.0000	1	prep_ons
84.7240	13.5000	1	hold_ons
98.2240	13.5000	1	rest_ons
111.7240	3.0000	1	prep_ons
114.7240	13.5000	1	hold_ons
128.2240	13.5000	1	rest_ons
141.7240	3.0000	1	prep_ons
144.7240	13.5000	1	hold_ons
