onset	duration	trial_number	trial_type	trial_type_coded	reaction_time	expected_response_coded	response	response_coded	accuracy	accuracy_scrambled	accuracy_task	rec_codes_during_enc	onset_probe	onset_noTriggerAdjust	onset_probe_noTriggerAdjust
0.0158355809999193	2	1	CONTROL	1	n/a	1	n/a	n/a	0	0	0	0	0.0323754729997745	0.0158355809999193	0.0323754729997745
4.516592339	2	2	CONTROL	1	1.12480839999989	2	RIGHT	28	1	1	0	0	4.53315969499999	4.516592339	4.53315969499999
11.5159709119998	4	3	TASK	2	1.28036939100002	1	LEFT	5	1	0	1	16	12.5087255419999	11.5159709119998	12.5087255419999
19.5080704090001	2	4	CONTROL	1	1.29270085300004	1	LEFT	5	1	1	0	0	19.5246565520001	19.5080704090001	19.5246565520001
22.039809458	4	5	TASK	2	1.32313737799996	2	RIGHT	28	1	0	1	28	23.0160105949999	22.039809458	23.0160105949999
38.5205202530001	4	6	TASK	2	1.32213081600003	1	LEFT	5	1	0	1	1	39.5133460060001	38.5205202530001	39.5133460060001
49.5241400969999	2	7	CONTROL	1	1.28024058199981	2	RIGHT	28	1	1	0	0	49.5407230770002	49.5241400969999	49.5407230770002
56.5069460700001	2	8	CONTROL	1	0.943667009999899	2	RIGHT	28	1	1	0	0	56.523479249	56.5069460700001	56.523479249
66.021426153	4	9	TASK	2	0.886828141000024	2	RIGHT	28	1	0	1	33	67.0142010730001	66.021426153	67.0142010730001
70.5221222069999	2	10	CONTROL	1	1.16648838499987	2	RIGHT	28	1	1	0	0	70.5387022059999	70.5221222069999	70.5387022059999
76.015736884	4	11	TASK	2	0.682800234000297	2	RIGHT	28	1	0	1	17	77.0085187169998	76.015736884	77.0085187169998
81.5093371359999	4	12	TASK	2	0.675873665999916	2	RIGHT	28	1	0	1	11	82.5021161469999	81.5093371359999	82.5021161469999
92.5129632640001	4	13	TASK	2	0.938438480999594	1	LEFT	5	1	0	1	8	93.5057448060002	92.5129632640001	93.5057448060002
98.0065355289998	2	14	CONTROL	1	1.16877218399986	1	LEFT	5	1	1	0	0	98.0230759900001	98.0065355289998	98.0230759900001
104.509442743	4	15	TASK	2	0.995381866000116	1	LEFT	5	1	0	1	5	105.502185348	104.509442743	105.502185348
109.010213504	2	16	CONTROL	1	1.21072335600002	1	LEFT	5	1	1	0	0	109.026703209	109.010213504	109.026703209
112.021725806	2	17	CONTROL	1	1.07875884000032	2	RIGHT	28	1	1	0	0	112.038260562	112.021725806	112.038260562
118.508098184	4	18	TASK	2	0.879446227000244	2	RIGHT	28	1	0	1	25	119.517476103	118.508098184	119.517476103
125.011004177	2	19	CONTROL	1	1.09868184300012	1	LEFT	5	1	1	0	0	125.027549356	125.011004177	125.027549356
129.015383167	4	20	TASK	2	0.9377619400002	1	LEFT	5	1	0	1	21	130.00814878	129.015383167	130.00814878
135.005350824	4	21	TASK	2	0.998450849999699	2	RIGHT	28	1	0	1	35	136.014689687	135.005350824	136.014689687
151.022696845	4	22	TASK	2	0.744893778999995	1	LEFT	5	1	0	1	4	152.015546943	151.022696845	152.015546943
155.523497348	4	23	TASK	2	0.792103163999855	2	RIGHT	28	1	0	1	34	156.516237405	155.523497348	156.516237405
161.017050644	2	24	CONTROL	1	0.625492322999889	2	RIGHT	28	1	1	0	0	161.03365626	161.017050644	161.03365626
165.021401577	2	25	CONTROL	1	0.820884737000142	1	LEFT	5	1	1	0	0	165.037975027	165.021401577	165.037975027
174.519307592	2	26	CONTROL	1	0.701492680000229	2	RIGHT	28	1	1	0	0	174.535806256	174.519307592	174.535806256
179.51642707	2	27	CONTROL	1	0.976278086000093	2	RIGHT	28	1	1	0	0	179.532967366	179.51642707	179.532967366
182.048154546	4	28	TASK	2	0.59359906499958	2	RIGHT	28	1	0	1	15	183.00784852	182.048154546	183.00784852
189.014358769	2	29	CONTROL	1	0.673755828000139	2	RIGHT	28	1	1	0	0	189.047474795	189.014358769	189.047474795
193.002151643	4	30	TASK	2	1.16817904899972	2	RIGHT	28	1	0	1	36	194.011553539	193.002151643	194.011553539
202.020211797	4	31	TASK	2	1.25681195400011	2	RIGHT	28	1	0	1	14	203.013108879	202.020211797	203.013108879
209.515935513	4	32	TASK	2	0.691115563000039	1	LEFT	5	1	0	1	77	210.508775403	209.515935513	210.508775403
216.018860157	2	33	CONTROL	1	n/a	2	n/a	n/a	0	0	0	0	216.035425496	216.018860157	216.035425496
220.51963512	4	34	TASK	2	0.913575648999995	1	LEFT	5	1	0	1	87	221.51242607	220.51963512	221.51242607
226.013243013	4	35	TASK	2	0.825570631999653	1	LEFT	5	1	0	1	73	227.0060603	226.013243013	227.0060603
240.011854415	4	36	TASK	2	0.763417289999779	1	LEFT	5	1	0	1	94	241.004677148	240.011854415	241.004677148
254.010565776	4	37	TASK	2	1.03051117999985	1	LEFT	5	1	0	1	64	255.003368994	254.010565776	255.003368994
261.522775589	4	38	TASK	2	0.736661211999944	2	RIGHT	28	1	0	1	69	262.515623034	261.522775589	262.515623034
280.022199382	2	39	CONTROL	1	0.81318368500024	1	LEFT	5	1	1	0	0	280.038802451	280.022199382	280.038802451
283.017232018	4	40	TASK	2	0.681459750000158	2	RIGHT	28	1	0	1	97	284.010061788	283.017232018	284.010061788
292.018699748	4	41	TASK	2	1.03549058299996	1	LEFT	5	1	0	1	63	293.011572718	292.018699748	293.011572718
297.512348293	2	42	CONTROL	1	0.752560686999459	1	LEFT	5	1	1	0	0	297.528850736	297.512348293	297.528850736
305.5210316	2	43	CONTROL	1	0.662261098000272	1	LEFT	5	1	1	0	0	305.537561458	305.5210316	305.537561458
316.524691212	4	44	TASK	2	0.823785190999843	1	LEFT	5	1	0	1	70	317.517540056	316.524691212	317.517540056
324.020419595	4	45	TASK	2	0.965926760000002	1	LEFT	5	1	0	1	104	325.013213654	324.020419595	325.013213654
331.019768812	2	46	CONTROL	1	0.870814525999776	1	LEFT	5	1	1	0	0	331.036278578	331.019768812	331.036278578
336.513290135	4	47	TASK	2	1.41111969300073	2	RIGHT	28	1	0	1	45	337.506173798	336.513290135	337.506173798
347.02063388	4	48	TASK	2	1.8164856809999	2	RIGHT	28	1	0	1	83	348.013421607	347.02063388	348.013421607
358.007682978	2	49	CONTROL	1	1.4006750059998	1	LEFT	5	1	1	0	0	358.024204722	358.007682978	358.024204722
363.021428693	2	50	CONTROL	1	1.09145287299998	2	RIGHT	28	1	1	0	0	363.037988729	363.021428693	363.037988729
370.517150308	2	51	CONTROL	1	0.98592504699991	2	RIGHT	28	1	1	0	0	370.53371872	370.517150308	370.53371872
376.523658579	4	52	TASK	2	0.783567882999705	2	RIGHT	28	1	0	1	93	377.516441537	376.523658579	377.516441537
383.50643993	4	53	TASK	2	1.14178257200001	1	LEFT	5	1	0	1	46	384.515855896	383.50643993	384.515855896
390.522324137	4	54	TASK	2	0.963547422000374	2	RIGHT	28	1	0	1	96	391.515122831	390.522324137	391.515122831
405.017413727	4	55	TASK	2	1.01532937699994	2	RIGHT	28	1	0	1	49	406.010248951	405.017413727	406.010248951
412.016764555	4	56	TASK	2	0.774348961000214	2	RIGHT	28	1	0	1	103	413.009585661	412.016764555	413.009585661
418.519680348	4	57	TASK	2	0.629141606999838	2	RIGHT	28	1	0	1	66	419.512497688	418.519680348	419.512497688
429.523309638	4	58	TASK	2	0.70238156799951	2	RIGHT	28	1	0	1	48	430.516191179	429.523309638	430.516191179
443.522036993	4	59	TASK	2	0.608523236999645	2	RIGHT	28	1	0	1	99	444.514797892	443.522036993	444.514797892
448.022748295	4	60	TASK	2	1.21950444100003	1	LEFT	5	1	0	1	98	449.015589051	448.022748295	449.015589051
453.019905091	4	61	TASK	2	3.15266993800014	2	RIGHT	28	1	0	1	62	454.012713907	453.019905091	454.012713907
459.50631329	2	62	CONTROL	1	0.860499310000705	1	LEFT	5	1	1	0	0	459.522849208	459.50631329	459.522849208
465.016453404	4	63	TASK	2	0.608387953999227	1	LEFT	5	1	0	1	102	466.009226883	465.016453404	466.009226883
