onset	duration	trial_number	trial_type	trial_type_coded	reaction_time	expected_response_coded	response	response_coded	accuracy	accuracy_scrambled	accuracy_task	rec_codes_during_enc	onset_probe	onset_noTriggerAdjust	onset_probe_noTriggerAdjust
0.0133293609624161	2	1	CONTROL	1	0.66621615128588	1	LEFT	5	1	1	0	0	0.0465517687143802	0.0133293609624161	0.0465517687143802
4.52289937471414	2	2	CONTROL	1	2.07293211603792	2	RIGHT	28	1	1	0	0	4.53944034296183	4.52289937471414	4.53944034296183
11.5192915377138	4	3	TASK	2	0.92917428153487	1	n/a	21	0	0	0	16	12.5140776424651	11.5192915377138	12.5140776424651
19.5105121502165	2	4	CONTROL	1	0.810368410783667	1	LEFT	5	1	1	0	0	19.5271340172167	19.5105121502165	19.5271340172167
22.0471045749618	4	5	TASK	2	1.85142202428597	2	RIGHT	28	1	0	1	28	23.008735505714	22.0471045749618	23.008735505714
38.5103569417406	4	6	TASK	2	0.776644250259778	1	LEFT	5	1	0	1	1	39.5050938367403	38.5103569417406	39.5050938367403
49.5188984247143	2	7	CONTROL	1	0.663924361269892	2	RIGHT	28	1	1	0	0	49.5355261267305	49.5188984247143	49.5355261267305
56.5152488647145	2	8	CONTROL	1	0.590411618518374	2	RIGHT	28	1	1	0	0	56.5319181454815	56.5152488647145	56.5319181454815
66.0151736787138	4	9	TASK	2	0.722488278260244	2	RIGHT	28	1	0	1	33	67.0100552877402	66.0151736787138	67.0100552877402
70.5247292284648	2	10	CONTROL	1	0.778780755783373	2	RIGHT	28	1	1	0	0	70.5413365342165	70.5247292284648	70.5413365342165
76.0124299807139	4	11	TASK	2	0.720876945534656	2	RIGHT	28	1	0	1	17	77.0071648994654	76.0124299807139	77.0071648994654
81.5166813317137	4	12	TASK	2	1.15414705653529	2	RIGHT	28	1	0	1	11	82.5114147404647	81.5166813317137	82.5114147404647
92.5087459607139	4	13	TASK	2	0.515946157524013	1	LEFT	5	1	0	1	8	93.520109750476	92.5087459607139	93.520109750476
