scan_class	fmri_task	scan_type	relative_file_path	file_name	participant_id	DeviceSerialNumber	SoftwareVersions	ManufacturerModelName	ScanningSequence	SequenceVariant	ScanOptions	MRAcquisitionType	SequenceName	MagneticFieldStrength	ImagingFrequency	ImageType	AccelerationFactorPE	AccelNumReferenceLines	TotalScanTimeSec	RepetitionTime	EchoTime	InversionTime	NumberOfAverages	FlipAngle	NumberOfPhaseEncodingSteps	TotalReadoutTime	EchoTrainLength	PercentSampling	PercentPhaseFieldOfView	PixelBandwidth	EPIFactor	ReceiveCoilName	ProtocolName	TransmitCoilName	AcquisitionMatrix	InPlanePhaseEncodingDirection	VariableFlipAngleFlag	PatientPosition	EffectiveEchoSpacing	PhaseEncodingDirection	trigger_time
anat	n/a	T1w	/sub-10150/anat/sub-10150_T1w.json	sub-10150_T1w.json	sub-10150	35343	syngo MR B15	TrioTim	GR/IR	SP/MP	IR	3D	*tfl3d1_ns	3	123249664	ORIGINAL/PRIMARY/M/ND/NORM	2	32	363	2.53	0.00331	1.1	1	7	255	n/a	1	100	100.0	200	n/a	HeadMatrix	MPRAGE - BWM	Body	0/256/256/0	ROW	N	HFS	n/a	i-	n/a
dwi	n/a	dwi	/sub-10150/dwi/sub-10150_dwi.json	sub-10150_dwi.json	sub-10150	35343	syngo MR B15	TrioTim	EP	SK/SP	PFP/FS	2D	*ep_b1000#10	3	123249886	ORIGINAL/PRIMARY/M/ND/MOSAIC	1	n/a	464	7.0	0.0926	n/a	1	90	72	0.088317824	1	100	100.0	2265	128	HeadMatrix	DTI 64dir	Body	96/0/0/96	COL	N	HFS	6.89983E-4	j-	n/a
func	bart	bold	/sub-10150/func/sub-10150_task-bart_bold.json	sub-10150_task-bart_bold.json	sub-10150	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249882	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	542	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BART	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	rest	bold	/sub-10150/func/sub-10150_task-rest_bold.json	sub-10150_task-rest_bold.json	sub-10150	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249638	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	312	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - RESTING	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	scap	bold	/sub-10150/func/sub-10150_task-scap_bold.json	sub-10150_task-scap_bold.json	sub-10150	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249637	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	590	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - SCAP	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	stopsignal	bold	/sub-10150/func/sub-10150_task-stopsignal_bold.json	sub-10150_task-stopsignal_bold.json	sub-10150	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249637	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	376	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - STOPSIGNAL	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	taskswitch	bold	/sub-10150/func/sub-10150_task-taskswitch_bold.json	sub-10150_task-taskswitch_bold.json	sub-10150	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249637	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	424	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - TASKSWITCH	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
anat	n/a	T1w	/sub-10159/anat/sub-10159_T1w.json	sub-10159_T1w.json	sub-10159	35343	syngo MR B15	TrioTim	GR/IR	SP/MP	IR	3D	*tfl3d1_ns	3	123249959	ORIGINAL/PRIMARY/M/ND/NORM	2	32	363	2.53	0.00331	1.1	1	7	255	n/a	1	100	100.0	200	n/a	HeadMatrix	MPRAGE - BWM	Body	0/256/256/0	ROW	N	HFS	n/a	i-	n/a
dwi	n/a	dwi	/sub-10159/dwi/sub-10159_dwi.json	sub-10159_dwi.json	sub-10159	35343	syngo MR B15	TrioTim	EP	SK/SP	PFP/FS	2D	*ep_b1000#10	3	123249931	ORIGINAL/PRIMARY/M/ND/MOSAIC	1	n/a	464	7.0	0.0926	n/a	1	90	72	0.088317824	1	100	100.0	2265	128	HeadMatrix	DTI 64dir	Body	96/0/0/96	COL	N	HFS	6.89983E-4	j-	n/a
func	bart	bold	/sub-10159/func/sub-10159_task-bart_bold.json	sub-10159_task-bart_bold.json	sub-10159	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249925	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	542	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BART	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	10.309
func	rest	bold	/sub-10159/func/sub-10159_task-rest_bold.json	sub-10159_task-rest_bold.json	sub-10159	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249486	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	312	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - RESTING	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	scap	bold	/sub-10159/func/sub-10159_task-scap_bold.json	sub-10159_task-scap_bold.json	sub-10159	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249486	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	590	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - SCAP	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	stopsignal	bold	/sub-10159/func/sub-10159_task-stopsignal_bold.json	sub-10159_task-stopsignal_bold.json	sub-10159	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249486	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	376	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - STOPSIGNAL	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	taskswitch	bold	/sub-10159/func/sub-10159_task-taskswitch_bold.json	sub-10159_task-taskswitch_bold.json	sub-10159	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249486	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	424	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - TASKSWITCH	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
anat	n/a	T1w	/sub-10171/anat/sub-10171_T1w.json	sub-10171_T1w.json	sub-10171	35343	syngo MR B15	TrioTim	GR/IR	SP/MP	IR	3D	*tfl3d1_ns	3	123249609	ORIGINAL/PRIMARY/M/ND/NORM	2	32	363	2.53	0.00331	1.1	1	7	255	n/a	1	100	100.0	200	n/a	HeadMatrix	MPRAGE - BWM	Body	0/256/256/0	ROW	N	HFS	n/a	i-	n/a
dwi	n/a	dwi	/sub-10171/dwi/sub-10171_dwi.json	sub-10171_dwi.json	sub-10171	35343	syngo MR B15	TrioTim	EP	SK/SP	PFP/FS	2D	*ep_b1000#10	3	123249590	ORIGINAL/PRIMARY/M/ND/MOSAIC	1	n/a	464	7.0	0.0926	n/a	1	90	72	0.088317824	1	100	100.0	2265	128	HeadMatrix	DTI 64dir	Body	96/0/0/96	COL	N	HFS	6.89983E-4	j-	n/a
func	bart	bold	/sub-10171/func/sub-10171_task-bart_bold.json	sub-10171_task-bart_bold.json	sub-10171	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249580	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	542	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BART	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	bht	bold	/sub-10171/func/sub-10171_task-bht_bold.json	sub-10171_task-bht_bold.json	sub-10171	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249622	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	212	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BHT	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	10.3
func	rest	bold	/sub-10171/func/sub-10171_task-rest_bold.json	sub-10171_task-rest_bold.json	sub-10171	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249622	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	312	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - RESTING	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	scap	bold	/sub-10171/func/sub-10171_task-scap_bold.json	sub-10171_task-scap_bold.json	sub-10171	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249622	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	590	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - SCAP	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	10.3
func	stopsignal	bold	/sub-10171/func/sub-10171_task-stopsignal_bold.json	sub-10171_task-stopsignal_bold.json	sub-10171	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249622	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	376	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - STOPSIGNAL	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	10.3
func	taskswitch	bold	/sub-10171/func/sub-10171_task-taskswitch_bold.json	sub-10171_task-taskswitch_bold.json	sub-10171	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249622	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	424	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - TASKSWITCH	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.3
anat	n/a	T1w	/sub-10189/anat/sub-10189_T1w.json	sub-10189_T1w.json	sub-10189	35343	syngo MR B15	TrioTim	GR/IR	SP/MP	IR	3D	*tfl3d1_ns	3	123249913	ORIGINAL/PRIMARY/M/ND/NORM	2	32	363	2.53	0.00331	1.1	1	7	255	n/a	1	100	100.0	200	n/a	HeadMatrix	MPRAGE - BWM	Body	0/256/256/0	ROW	N	HFS	n/a	i-	n/a
dwi	n/a	dwi	/sub-10189/dwi/sub-10189_dwi.json	sub-10189_dwi.json	sub-10189	35343	syngo MR B15	TrioTim	EP	SK/SP	PFP/FS	2D	*ep_b1000#10	3	123249888	ORIGINAL/PRIMARY/M/ND/MOSAIC	1	n/a	464	7.0	0.0926	n/a	1	90	72	0.088317824	1	100	100.0	2265	128	HeadMatrix	DTI 64dir	Body	96/0/0/96	COL	N	HFS	6.89983E-4	j-	n/a
func	bart	bold	/sub-10189/func/sub-10189_task-bart_bold.json	sub-10189_task-bart_bold.json	sub-10189	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249895	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	542	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BART	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	rest	bold	/sub-10189/func/sub-10189_task-rest_bold.json	sub-10189_task-rest_bold.json	sub-10189	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249644	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	312	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - RESTING	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	scap	bold	/sub-10189/func/sub-10189_task-scap_bold.json	sub-10189_task-scap_bold.json	sub-10189	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249644	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	590	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - SCAP	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	stopsignal	bold	/sub-10189/func/sub-10189_task-stopsignal_bold.json	sub-10189_task-stopsignal_bold.json	sub-10189	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249644	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	376	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - STOPSIGNAL	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	taskswitch	bold	/sub-10189/func/sub-10189_task-taskswitch_bold.json	sub-10189_task-taskswitch_bold.json	sub-10189	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249644	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	424	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - TASKSWITCH	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
anat	n/a	T1w	/sub-10193/anat/sub-10193_T1w.json	sub-10193_T1w.json	sub-10193	35343	syngo MR B15	TrioTim	GR/IR	SP/MP	IR	3D	*tfl3d1_ns	3	123249713	ORIGINAL/PRIMARY/M/ND/NORM	2	32	363	2.53	0.00331	1.1	1	7	255	n/a	1	100	100.0	200	n/a	HeadMatrix	MPRAGE - BWM	Body	0/256/256/0	ROW	N	HFS	n/a	i-	n/a
dwi	n/a	dwi	/sub-10193/dwi/sub-10193_dwi.json	sub-10193_dwi.json	sub-10193	35343	syngo MR B15	TrioTim	EP	SK/SP	PFP/FS	2D	*ep_b1000#10	3	123249708	ORIGINAL/PRIMARY/M/ND/MOSAIC	1	n/a	464	7.0	0.0926	n/a	1	90	72	0.088317824	1	100	100.0	2265	128	HeadMatrix	DTI 64dir	Body	96/0/0/96	COL	N	HFS	6.89983E-4	j-	n/a
func	bart	bold	/sub-10193/func/sub-10193_task-bart_bold.json	sub-10193_task-bart_bold.json	sub-10193	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249685	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	542	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BART	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
anat	n/a	T1w	/sub-10195/anat/sub-10195_T1w.json	sub-10195_T1w.json	sub-10195	35343	syngo MR B15	TrioTim	GR/IR	SP/MP	IR	3D	*tfl3d1_ns	3	123249782	ORIGINAL/PRIMARY/M/ND/NORM	2	32	363	2.53	0.00331	1.1	1	7	255	n/a	1	100	100.0	200	n/a	HeadMatrix	MPRAGE - BWM	Body	0/256/256/0	ROW	N	HFS	n/a	i-	n/a
dwi	n/a	dwi	/sub-10195/dwi/sub-10195_dwi.json	sub-10195_dwi.json	sub-10195	35343	syngo MR B15	TrioTim	EP	SK/SP	PFP/FS	2D	*ep_b1000#10	3	123249740	ORIGINAL/PRIMARY/M/ND/MOSAIC	1	n/a	464	7.0	0.0926	n/a	1	90	72	0.088317824	1	100	100.0	2265	128	HeadMatrix	DTI 64dir	Body	96/0/0/96	COL	N	HFS	6.89983E-4	j-	n/a
func	bart	bold	/sub-10195/func/sub-10195_task-bart_bold.json	sub-10195_task-bart_bold.json	sub-10195	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249744	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	542	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BART	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	10.699
func	rest	bold	/sub-10195/func/sub-10195_task-rest_bold.json	sub-10195_task-rest_bold.json	sub-10195	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249952	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	312	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - RESTING	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	scap	bold	/sub-10195/func/sub-10195_task-scap_bold.json	sub-10195_task-scap_bold.json	sub-10195	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249952	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	590	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - SCAP	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	stopsignal	bold	/sub-10195/func/sub-10195_task-stopsignal_bold.json	sub-10195_task-stopsignal_bold.json	sub-10195	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249952	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	376	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - STOPSIGNAL	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	taskswitch	bold	/sub-10195/func/sub-10195_task-taskswitch_bold.json	sub-10195_task-taskswitch_bold.json	sub-10195	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249952	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	424	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - TASKSWITCH	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
anat	n/a	T1w	/sub-10206/anat/sub-10206_T1w.json	sub-10206_T1w.json	sub-10206	35343	syngo MR B15	TrioTim	GR/IR	SP/MP	IR	3D	*tfl3d1_ns	3	123249694	ORIGINAL/PRIMARY/M/ND/NORM	2	32	363	2.53	0.00331	1.1	1	7	255	n/a	1	100	100.0	200	n/a	HeadMatrix	MPRAGE - BWM	Body	0/256/256/0	ROW	N	HFS	n/a	i-	n/a
dwi	n/a	dwi	/sub-10206/dwi/sub-10206_dwi.json	sub-10206_dwi.json	sub-10206	35343	syngo MR B15	TrioTim	EP	SK/SP	PFP/FS	2D	*ep_b1000#10	3	123249697	ORIGINAL/PRIMARY/M/ND/MOSAIC	1	n/a	464	7.0	0.0926	n/a	1	90	72	0.088317824	1	100	100.0	2265	128	HeadMatrix	DTI 64dir	Body	96/0/0/96	COL	N	HFS	6.89983E-4	j-	n/a
func	bart	bold	/sub-10206/func/sub-10206_task-bart_bold.json	sub-10206_task-bart_bold.json	sub-10206	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249693	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	542	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BART	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	rest	bold	/sub-10206/func/sub-10206_task-rest_bold.json	sub-10206_task-rest_bold.json	sub-10206	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249698	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	312	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - RESTING	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	scap	bold	/sub-10206/func/sub-10206_task-scap_bold.json	sub-10206_task-scap_bold.json	sub-10206	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249698	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	590	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - SCAP	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	stopsignal	bold	/sub-10206/func/sub-10206_task-stopsignal_bold.json	sub-10206_task-stopsignal_bold.json	sub-10206	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249700	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	376	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - STOPSIGNAL	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	taskswitch	bold	/sub-10206/func/sub-10206_task-taskswitch_bold.json	sub-10206_task-taskswitch_bold.json	sub-10206	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249698	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	424	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - TASKSWITCH	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
anat	n/a	T1w	/sub-10217/anat/sub-10217_T1w.json	sub-10217_T1w.json	sub-10217	35343	syngo MR B15	TrioTim	GR/IR	SP/MP	IR	3D	*tfl3d1_ns	3	123249756	ORIGINAL/PRIMARY/M/ND/NORM	2	32	363	2.53	0.00331	1.1	1	7	255	n/a	1	100	100.0	200	n/a	HeadMatrix	MPRAGE - BWM	Body	0/256/256/0	ROW	N	HFS	n/a	i-	n/a
dwi	n/a	dwi	/sub-10217/dwi/sub-10217_dwi.json	sub-10217_dwi.json	sub-10217	35343	syngo MR B15	TrioTim	EP	SK/SP	PFP/FS	2D	*ep_b1000#10	3	123249748	ORIGINAL/PRIMARY/M/ND/MOSAIC	1	n/a	464	7.0	0.0926	n/a	1	90	72	0.088317824	1	100	100.0	2265	128	HeadMatrix	DTI 64dir	Body	96/0/0/96	COL	N	HFS	6.89983E-4	j-	n/a
func	bart	bold	/sub-10217/func/sub-10217_task-bart_bold.json	sub-10217_task-bart_bold.json	sub-10217	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249731	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	542	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BART	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	rest	bold	/sub-10217/func/sub-10217_task-rest_bold.json	sub-10217_task-rest_bold.json	sub-10217	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123250034	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	312	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - RESTING	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	scap	bold	/sub-10217/func/sub-10217_task-scap_bold.json	sub-10217_task-scap_bold.json	sub-10217	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123250034	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	590	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - SCAP	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	stopsignal	bold	/sub-10217/func/sub-10217_task-stopsignal_bold.json	sub-10217_task-stopsignal_bold.json	sub-10217	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123250034	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	376	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - STOPSIGNAL	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	taskswitch	bold	/sub-10217/func/sub-10217_task-taskswitch_bold.json	sub-10217_task-taskswitch_bold.json	sub-10217	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123250034	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	424	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - TASKSWITCH	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
anat	n/a	T1w	/sub-10225/anat/sub-10225_T1w.json	sub-10225_T1w.json	sub-10225	35343	syngo MR B15	TrioTim	GR/IR	SP/MP	IR	3D	*tfl3d1_ns	3	123249767	ORIGINAL/PRIMARY/M/ND/NORM	2	32	363	2.53	0.00331	1.1	1	7	255	n/a	1	100	100.0	200	n/a	HeadMatrix	MPRAGE - BWM	Body	0/256/256/0	ROW	N	HFS	n/a	i-	n/a
dwi	n/a	dwi	/sub-10225/dwi/sub-10225_dwi.json	sub-10225_dwi.json	sub-10225	35343	syngo MR B15	TrioTim	EP	SK/SP	PFP/FS	2D	*ep_b1000#10	3	123249765	ORIGINAL/PRIMARY/M/ND/MOSAIC	1	n/a	464	7.0	0.0926	n/a	1	90	72	0.088317824	1	100	100.0	2265	128	HeadMatrix	DTI 64dir	Body	96/0/0/96	COL	N	HFS	6.89983E-4	j-	n/a
func	bart	bold	/sub-10225/func/sub-10225_task-bart_bold.json	sub-10225_task-bart_bold.json	sub-10225	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249742	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	542	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BART	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	bht	bold	/sub-10225/func/sub-10225_task-bht_bold.json	sub-10225_task-bht_bold.json	sub-10225	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249966	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	166	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BHT	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	12.3
func	rest	bold	/sub-10225/func/sub-10225_task-rest_bold.json	sub-10225_task-rest_bold.json	sub-10225	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249966	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	312	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - RESTING	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	scap	bold	/sub-10225/func/sub-10225_task-scap_bold.json	sub-10225_task-scap_bold.json	sub-10225	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249966	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	590	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - SCAP	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.3
func	stopsignal	bold	/sub-10225/func/sub-10225_task-stopsignal_bold.json	sub-10225_task-stopsignal_bold.json	sub-10225	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249965	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	376	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - STOPSIGNAL	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.3
