scan_class	fmri_task	scan_type	relative_file_path	file_name	participant_id	DeviceSerialNumber	SoftwareVersions	ManufacturerModelName	ScanningSequence	SequenceVariant	ScanOptions	MRAcquisitionType	SequenceName	MagneticFieldStrength	ImagingFrequency	ImageType	AccelerationFactorPE	AccelNumReferenceLines	TotalScanTimeSec	RepetitionTime	EchoTime	InversionTime	NumberOfAverages	FlipAngle	NumberOfPhaseEncodingSteps	TotalReadoutTime	EchoTrainLength	PercentSampling	PercentPhaseFieldOfView	PixelBandwidth	EPIFactor	ReceiveCoilName	ProtocolName	TransmitCoilName	AcquisitionMatrix	InPlanePhaseEncodingDirection	VariableFlipAngleFlag	PatientPosition	EffectiveEchoSpacing	PhaseEncodingDirection	trigger_time
func	bht	bold	/sub-50058/func/sub-50058_task-bht_bold.json	sub-50058_task-bht_bold.json	sub-50058	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191612	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	166	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BHT	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2608
func	pamenc	bold	/sub-50058/func/sub-50058_task-pamenc_bold.json	sub-50058_task-pamenc_bold.json	sub-50058	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191545	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	492	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - PAMENC	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2332
func	pamret	bold	/sub-50058/func/sub-50058_task-pamret_bold.json	sub-50058_task-pamret_bold.json	sub-50058	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191546	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	544	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - PAMRET	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2711
func	rest	bold	/sub-50058/func/sub-50058_task-rest_bold.json	sub-50058_task-rest_bold.json	sub-50058	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191610	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	312	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - RESTING	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	scap	bold	/sub-50058/func/sub-50058_task-scap_bold.json	sub-50058_task-scap_bold.json	sub-50058	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191590	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	590	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - SCAP	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.3401
func	stopsignal	bold	/sub-50058/func/sub-50058_task-stopsignal_bold.json	sub-50058_task-stopsignal_bold.json	sub-50058	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191584	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	376	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - STOPSIGNAL	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.3277
func	taskswitch	bold	/sub-50058/func/sub-50058_task-taskswitch_bold.json	sub-50058_task-taskswitch_bold.json	sub-50058	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191602	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	424	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - TASKSWITCH	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.325
anat	n/a	T1w	/sub-50059/anat/sub-50059_T1w.json	sub-50059_T1w.json	sub-50059	35426	syngo MR B17	TrioTim	GR/IR	SP/MP	IR	3D	*tfl3d1_ns	3	123191986	ORIGINAL/PRIMARY/M/ND/NORM	2	32	363	2.53	0.00331	1.1	1	7	255	n/a	1	100	100.0	199	n/a	HeadMatrix	MPRAGE - BWM	Body	0/256/256/0	ROW	N	HFS	n/a	i-	n/a
dwi	n/a	dwi	/sub-50059/dwi/sub-50059_dwi.json	sub-50059_dwi.json	sub-50059	35426	syngo MR B17	TrioTim	EP	SK/SP	PFP/FS	2D	*ep_b1000#62	3	123191973	ORIGINAL/PRIMARY/DIFFUSION/NONE/ND/MOSAIC	1	n/a	596	9.0	0.093	n/a	1	90	72	0.088317824	1	100	100.0	2264	128	HeadMatrix	DTI 64dir	Body	96/0/0/96	COL	N	HFS	6.89983E-4	j-	n/a
func	bart	bold	/sub-50059/func/sub-50059_task-bart_bold.json	sub-50059_task-bart_bold.json	sub-50059	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191978	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	542	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BART	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2264
func	bht	bold	/sub-50059/func/sub-50059_task-bht_bold.json	sub-50059_task-bht_bold.json	sub-50059	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191393	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	166	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BHT	Body	0/64/64/0	ROW	N	HFS	3.95E-4	i-	8.2601
func	pamenc	bold	/sub-50059/func/sub-50059_task-pamenc_bold.json	sub-50059_task-pamenc_bold.json	sub-50059	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191977	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	492	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - PAMENC	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2943
func	pamret	bold	/sub-50059/func/sub-50059_task-pamret_bold.json	sub-50059_task-pamret_bold.json	sub-50059	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191975	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	544	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - PAMRET	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2645
func	rest	bold	/sub-50059/func/sub-50059_task-rest_bold.json	sub-50059_task-rest_bold.json	sub-50059	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191393	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	312	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - RESTING	Body	0/64/64/0	ROW	N	HFS	3.95E-4	i-	n/a
func	scap	bold	/sub-50059/func/sub-50059_task-scap_bold.json	sub-50059_task-scap_bold.json	sub-50059	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191386	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	590	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - SCAP	Body	0/64/64/0	ROW	N	HFS	3.95E-4	i-	8.2474
func	stopsignal	bold	/sub-50059/func/sub-50059_task-stopsignal_bold.json	sub-50059_task-stopsignal_bold.json	sub-50059	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191387	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	376	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - STOPSIGNAL	Body	0/64/64/0	ROW	N	HFS	3.95E-4	i-	8.378
func	taskswitch	bold	/sub-50059/func/sub-50059_task-taskswitch_bold.json	sub-50059_task-taskswitch_bold.json	sub-50059	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191391	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	424	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - TASKSWITCH	Body	0/64/64/0	ROW	N	HFS	3.95E-4	i-	8.3297
anat	n/a	T1w	/sub-50060/anat/sub-50060_T1w.json	sub-50060_T1w.json	sub-50060	35426	syngo MR B17	TrioTim	GR/IR	SP/MP	IR	3D	*tfl3d1_ns	3	123191594	ORIGINAL/PRIMARY/M/ND/NORM	2	32	363	2.53	0.00331	1.1	1	7	255	n/a	1	100	100.0	199	n/a	HeadMatrix	MPRAGE - BWM	Body	0/256/256/0	ROW	N	HFS	n/a	i-	n/a
dwi	n/a	dwi	/sub-50060/dwi/sub-50060_dwi.json	sub-50060_dwi.json	sub-50060	35426	syngo MR B17	TrioTim	EP	SK/SP	PFP/FS	2D	*ep_b1000#62	3	123191579	ORIGINAL/PRIMARY/DIFFUSION/NONE/ND/MOSAIC	1	n/a	596	9.0	0.093	n/a	1	90	72	0.088317824	1	100	100.0	2264	128	HeadMatrix	DTI 64dir	Body	96/0/0/96	COL	N	HFS	6.89983E-4	j-	n/a
func	bart	bold	/sub-50060/func/sub-50060_task-bart_bold.json	sub-50060_task-bart_bold.json	sub-50060	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191573	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	542	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BART	Body	0/64/64/0	ROW	N	HFS	3.95E-4	i-	8.1886
func	bht	bold	/sub-50060/func/sub-50060_task-bht_bold.json	sub-50060_task-bht_bold.json	sub-50060	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123192000	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	166	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BHT	Body	0/64/64/0	ROW	N	HFS	3.95E-4	i-	8.1548
func	pamenc	bold	/sub-50060/func/sub-50060_task-pamenc_bold.json	sub-50060_task-pamenc_bold.json	sub-50060	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191568	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	492	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - PAMENC	Body	0/64/64/0	ROW	N	HFS	3.95E-4	i-	8.079
func	pamret	bold	/sub-50060/func/sub-50060_task-pamret_bold.json	sub-50060_task-pamret_bold.json	sub-50060	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191573	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	544	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - PAMRET	Body	0/64/64/0	ROW	N	HFS	3.95E-4	i-	8.2783
func	rest	bold	/sub-50060/func/sub-50060_task-rest_bold.json	sub-50060_task-rest_bold.json	sub-50060	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191999	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	312	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - RESTING	Body	0/64/64/0	ROW	N	HFS	3.95E-4	i-	n/a
func	scap	bold	/sub-50060/func/sub-50060_task-scap_bold.json	sub-50060_task-scap_bold.json	sub-50060	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191994	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	590	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - SCAP	Body	0/64/64/0	ROW	N	HFS	3.95E-4	i-	8.3526
func	stopsignal	bold	/sub-50060/func/sub-50060_task-stopsignal_bold.json	sub-50060_task-stopsignal_bold.json	sub-50060	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191997	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	376	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - STOPSIGNAL	Body	0/64/64/0	ROW	N	HFS	3.95E-4	i-	8.1546
func	taskswitch	bold	/sub-50060/func/sub-50060_task-taskswitch_bold.json	sub-50060_task-taskswitch_bold.json	sub-50060	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191994	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	424	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - TASKSWITCH	Body	0/64/64/0	ROW	N	HFS	3.95E-4	i-	8.1351
anat	n/a	T1w	/sub-50061/anat/sub-50061_T1w.json	sub-50061_T1w.json	sub-50061	35426	syngo MR B17	TrioTim	GR/IR	SP/MP	IR	3D	*tfl3d1_ns	3	123191394	ORIGINAL/PRIMARY/M/ND/NORM	2	32	363	2.53	0.00331	1.1	1	7	255	n/a	1	100	100.0	199	n/a	HeadMatrix	MPRAGE - BWM	Body	0/256/256/0	ROW	N	HFS	n/a	i-	n/a
dwi	n/a	dwi	/sub-50061/dwi/sub-50061_dwi.json	sub-50061_dwi.json	sub-50061	35426	syngo MR B17	TrioTim	EP	SK/SP	PFP/FS	2D	*ep_b1000#62	3	123191375	ORIGINAL/PRIMARY/DIFFUSION/NONE/ND/MOSAIC	1	n/a	596	9.0	0.093	n/a	1	90	72	0.088317824	1	100	100.0	2264	128	HeadMatrix	DTI 64dir	Body	96/0/0/96	COL	N	HFS	6.89983E-4	j-	n/a
func	bart	bold	/sub-50061/func/sub-50061_task-bart_bold.json	sub-50061_task-bart_bold.json	sub-50061	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191384	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	542	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BART	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2054
func	bht	bold	/sub-50061/func/sub-50061_task-bht_bold.json	sub-50061_task-bht_bold.json	sub-50061	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191854	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	166	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BHT	Body	0/64/64/0	ROW	N	HFS	3.95E-4	i-	8.4575
func	pamenc	bold	/sub-50061/func/sub-50061_task-pamenc_bold.json	sub-50061_task-pamenc_bold.json	sub-50061	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191381	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	492	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - PAMENC	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.246
func	pamret	bold	/sub-50061/func/sub-50061_task-pamret_bold.json	sub-50061_task-pamret_bold.json	sub-50061	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191380	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	544	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - PAMRET	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.177
func	rest	bold	/sub-50061/func/sub-50061_task-rest_bold.json	sub-50061_task-rest_bold.json	sub-50061	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191854	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	312	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - RESTING	Body	0/64/64/0	ROW	N	HFS	3.95E-4	i-	n/a
func	scap	bold	/sub-50061/func/sub-50061_task-scap_bold.json	sub-50061_task-scap_bold.json	sub-50061	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191860	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	590	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - SCAP	Body	0/64/64/0	ROW	N	HFS	3.95E-4	i-	8.2828
func	stopsignal	bold	/sub-50061/func/sub-50061_task-stopsignal_bold.json	sub-50061_task-stopsignal_bold.json	sub-50061	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191862	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	376	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - STOPSIGNAL	Body	0/64/64/0	ROW	N	HFS	3.95E-4	i-	8.4445
func	taskswitch	bold	/sub-50061/func/sub-50061_task-taskswitch_bold.json	sub-50061_task-taskswitch_bold.json	sub-50061	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191857	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	424	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - TASKSWITCH	Body	0/64/64/0	ROW	N	HFS	3.95E-4	i-	8.4514
anat	n/a	T1w	/sub-50062/anat/sub-50062_T1w.json	sub-50062_T1w.json	sub-50062	35426	syngo MR B17	TrioTim	GR/IR	SP/MP	IR	3D	*tfl3d1_ns	3	123191477	ORIGINAL/PRIMARY/M/ND/NORM	2	32	363	2.53	0.00331	1.1	1	7	255	n/a	1	100	100.0	199	n/a	HeadMatrix	MPRAGE - BWM	Body	0/256/256/0	ROW	N	HFS	n/a	i-	n/a
dwi	n/a	dwi	/sub-50062/dwi/sub-50062_dwi.json	sub-50062_dwi.json	sub-50062	35426	syngo MR B17	TrioTim	EP	SK/SP	PFP/FS	2D	*ep_b1000#62	3	123191429	ORIGINAL/PRIMARY/DIFFUSION/NONE/ND/MOSAIC	1	n/a	596	9.0	0.093	n/a	1	90	72	0.088317824	1	100	100.0	2264	128	HeadMatrix	DTI 64dir	Body	96/0/0/96	COL	N	HFS	6.89983E-4	j-	n/a
func	bart	bold	/sub-50062/func/sub-50062_task-bart_bold.json	sub-50062_task-bart_bold.json	sub-50062	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191430	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	542	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BART	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2465
func	bht	bold	/sub-50062/func/sub-50062_task-bht_bold.json	sub-50062_task-bht_bold.json	sub-50062	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191370	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	166	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BHT	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.1945
func	pamenc	bold	/sub-50062/func/sub-50062_task-pamenc_bold.json	sub-50062_task-pamenc_bold.json	sub-50062	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191423	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	492	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - PAMENC	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2028
func	pamret	bold	/sub-50062/func/sub-50062_task-pamret_bold.json	sub-50062_task-pamret_bold.json	sub-50062	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191425	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	544	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - PAMRET	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2221
func	rest	bold	/sub-50062/func/sub-50062_task-rest_bold.json	sub-50062_task-rest_bold.json	sub-50062	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191369	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	312	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - RESTING	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	scap	bold	/sub-50062/func/sub-50062_task-scap_bold.json	sub-50062_task-scap_bold.json	sub-50062	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191365	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	590	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - SCAP	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2211
func	stopsignal	bold	/sub-50062/func/sub-50062_task-stopsignal_bold.json	sub-50062_task-stopsignal_bold.json	sub-50062	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191367	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	376	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - STOPSIGNAL	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.1657
func	taskswitch	bold	/sub-50062/func/sub-50062_task-taskswitch_bold.json	sub-50062_task-taskswitch_bold.json	sub-50062	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191366	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	424	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - TASKSWITCH	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.3106
anat	n/a	T1w	/sub-50063/anat/sub-50063_T1w.json	sub-50063_T1w.json	sub-50063	35426	syngo MR B17	TrioTim	GR/IR	SP/MP	IR	3D	*tfl3d1_ns	3	123191474	ORIGINAL/PRIMARY/M/ND/NORM	2	32	363	2.53	0.00331	1.1	1	7	255	n/a	1	100	100.0	199	n/a	HeadMatrix	MPRAGE - BWM	Body	0/256/256/0	ROW	N	HFS	n/a	i-	n/a
dwi	n/a	dwi	/sub-50063/dwi/sub-50063_dwi.json	sub-50063_dwi.json	sub-50063	35426	syngo MR B17	TrioTim	EP	SK/SP	PFP/FS	2D	*ep_b1000#62	3	123191461	ORIGINAL/PRIMARY/DIFFUSION/NONE/ND/MOSAIC	1	n/a	596	9.0	0.093	n/a	1	90	72	0.088317824	1	100	100.0	2264	128	HeadMatrix	DTI 64dir	Body	96/0/0/96	COL	N	HFS	6.89983E-4	j-	n/a
func	bart	bold	/sub-50063/func/sub-50063_task-bart_bold.json	sub-50063_task-bart_bold.json	sub-50063	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191452	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	542	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BART	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2891
func	bht	bold	/sub-50063/func/sub-50063_task-bht_bold.json	sub-50063_task-bht_bold.json	sub-50063	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191534	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	166	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BHT	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.3435
func	pamenc	bold	/sub-50063/func/sub-50063_task-pamenc_bold.json	sub-50063_task-pamenc_bold.json	sub-50063	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191452	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	492	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - PAMENC	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2406
func	pamret	bold	/sub-50063/func/sub-50063_task-pamret_bold.json	sub-50063_task-pamret_bold.json	sub-50063	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191456	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	544	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - PAMRET	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2567
func	rest	bold	/sub-50063/func/sub-50063_task-rest_bold.json	sub-50063_task-rest_bold.json	sub-50063	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191534	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	312	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - RESTING	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	scap	bold	/sub-50063/func/sub-50063_task-scap_bold.json	sub-50063_task-scap_bold.json	sub-50063	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191517	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	590	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - SCAP	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2572
func	stopsignal	bold	/sub-50063/func/sub-50063_task-stopsignal_bold.json	sub-50063_task-stopsignal_bold.json	sub-50063	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191520	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	376	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - STOPSIGNAL	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.3268
func	taskswitch	bold	/sub-50063/func/sub-50063_task-taskswitch_bold.json	sub-50063_task-taskswitch_bold.json	sub-50063	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191532	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	424	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - TASKSWITCH	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.3112
anat	n/a	T1w	/sub-50064/anat/sub-50064_T1w.json	sub-50064_T1w.json	sub-50064	35426	syngo MR B17	TrioTim	GR/IR	SP/MP	IR	3D	*tfl3d1_ns	3	123191657	ORIGINAL/PRIMARY/M/ND/NORM	2	32	363	2.53	0.00331	1.1	1	7	255	n/a	1	100	100.0	199	n/a	HeadMatrix	MPRAGE - BWM	Body	0/256/256/0	ROW	N	HFS	n/a	i-	n/a
dwi	n/a	dwi	/sub-50064/dwi/sub-50064_dwi.json	sub-50064_dwi.json	sub-50064	35426	syngo MR B17	TrioTim	EP	SK/SP	PFP/FS	2D	*ep_b1000#62	3	123191633	ORIGINAL/PRIMARY/DIFFUSION/NONE/ND/MOSAIC	1	n/a	596	9.0	0.093	n/a	1	90	72	0.088317824	1	100	100.0	2264	128	HeadMatrix	DTI 64dir	Body	96/0/0/96	COL	N	HFS	6.89983E-4	j-	n/a
func	bart	bold	/sub-50064/func/sub-50064_task-bart_bold.json	sub-50064_task-bart_bold.json	sub-50064	35426	syngo MR B17	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123191634	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	542	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BART	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2633
