onset	duration	value	trial_type
8.1945	13.5000	1	rest_ons
21.6945	3.0000	1	prep_ons
24.6945	13.5000	1	hold_ons
38.1945	13.5000	1	rest_ons
51.6945	3.0000	1	prep_ons
54.6945	13.5000	1	hold_ons
68.1945	13.5000	1	rest_ons
81.6945	3.0000	1	prep_ons
84.6945	13.5000	1	hold_ons
98.1945	13.5000	1	rest_ons
111.6945	3.0000	1	prep_ons
114.6945	13.5000	1	hold_ons
128.1945	13.5000	1	rest_ons
141.6945	3.0000	1	prep_ons
144.6945	13.5000	1	hold_ons
