onset	duration	trial_number	trial_type	reaction_time	response_coded	response_str	pairno_rec	enc_codes_during_rec	onset_noTriggerAdjust
0.0786925844263351	3	1	CORRECTLY	2.21095741657336	5	SURE_CORRECT	3	6	0.0786925844263351
4.52197077142637	3	2	INCORRECTLY	2.67261604657324	21	SURE_INCORRECT	55	0	4.52197077142637
13.0105082744849	2	3	CONTROL	1.75601536351496	5	n/a	1000	0	13.0105082744849
16.0776799005434	3	4	CORRECTLY	3.46329388545655	10	MAYBE_INCORRECT	12	0	16.0776799005434
21.0182600704848	3	5	CORRECTLY	1.91758468951502	5	SURE_CORRECT	8	15	21.0182600704848
25.0802058104264	2	6	CONTROL	1.60300915757352	28	n/a	1000	0	25.0802058104264
29.0093771474267	3	7	INCORRECTLY	2.60146770257325	10	MAYBE_INCORRECT	59	0	29.0093771474267
36.0224796484267	3	8	CORRECTLY	2.2814327225733	5	SURE_CORRECT	7	13	36.0224796484267
40.5153664194268	3	9	INCORRECTLY	2.55245447257312	21	SURE_INCORRECT	68	0	40.5153664194268
47.0144110764268	3	10	INCORRECTLY	2.26112670657312	21	SURE_INCORRECT	64	0	47.0144110764268
51.059797501126	3	11	CORRECTLY	2.75080167387387	5	SURE_CORRECT	6	12	51.059797501126
56.0169898565432	2	12	CONTROL	1.27239137645665	5	n/a	1000	0	56.0169898565432
61.5211951123683	3	13	INCORRECTLY	2.51986241563145	21	SURE_INCORRECT	78	0	61.5211951123683
65.5666027254847	3	14	CORRECTLY	1.82511346651518	5	SURE_CORRECT	16	31	65.5666027254847
69.5786967224849	3	15	CORRECTLY	2.95923871051491	10	MAYBE_INCORRECT	14	0	69.5786967224849
75.0167259094846	3	16	CORRECTLY	2.51668706451528	5	SURE_CORRECT	1	3	75.0167259094846
79.0785763163685	3	17	CORRECTLY	3.08027033063127	5	SURE_CORRECT	5	11	79.0785763163685
83.5218527794264	3	18	INCORRECTLY	2.23630928757348	21	SURE_INCORRECT	51	0	83.5218527794264
90.0208609104848	3	19	INCORRECTLY	3.56009525151512	10	MAYBE_INCORRECT	47	0	90.0208609104848
94.0662391194264	3	20	INCORRECTLY	2.1408218505735	10	MAYBE_INCORRECT	66	0	94.0662391194264
99.0233781273682	3	21	CORRECTLY	2.06140734863175	5	SURE_CORRECT	10	20	99.0233781273682
103.068753352485	3	22	INCORRECTLY	2.47015205051503	10	MAYBE_INCORRECT	48	0	103.068753352485
107.080852214368	3	23	INCORRECTLY	2.44542460763159	21	SURE_INCORRECT	52	0	107.080852214368
115.022310799485	3	24	INCORRECTLY	2.58438446151513	21	SURE_INCORRECT	45	0	115.022310799485
119.515261268485	3	25	CORRECTLY	1.81223089851528	5	SURE_CORRECT	9	18	119.515261268485
125.516989185893	3	26	INCORRECTLY	3.13316756910717	21	SURE_INCORRECT	42	0	125.516989185893
