onset	duration	value	trial_type
10.8187	13.5000	1	rest_ons
24.3187	3.0000	1	prep_ons
27.3187	13.5000	1	hold_ons
40.8187	13.5000	1	rest_ons
54.3187	3.0000	1	prep_ons
57.3187	13.5000	1	hold_ons
70.8187	13.5000	1	rest_ons
84.3187	3.0000	1	prep_ons
87.3187	13.5000	1	hold_ons
100.8187	13.5000	1	rest_ons
114.3187	3.0000	1	prep_ons
117.3187	13.5000	1	hold_ons
130.8187	13.5000	1	rest_ons
144.3187	3.0000	1	prep_ons
147.3187	13.5000	1	hold_ons
