onset	duration	trial_number	trial_type	reaction_time	response_coded	response_str	pairno_rec	enc_codes_during_rec	onset_noTriggerAdjust
0.0787083190662088	3	1	CORRECTLY	n/a	n/a	n/a	3	6	0.0787083190662088
4.52196277271833	3	2	INCORRECTLY	n/a	n/a	n/a	55	0	4.52196277271833
13.0270626655811	2	3	CONTROL	1.17979580641895	5	n/a	1000	0	13.0270626655811
16.0776728645815	3	4	CORRECTLY	2.73479660341854	5	SURE_CORRECT	12	0	16.0776728645815
21.0182217005813	3	5	CORRECTLY	2.82922272241922	5	SURE_CORRECT	8	15	21.0182217005813
25.0800943017184	2	6	CONTROL	0.00872221028203057	5	n/a	1000	0	25.0800943017184
29.0094187325813	3	7	INCORRECTLY	n/a	n/a	n/a	59	0	29.0094187325813
36.0058143274437	3	8	CORRECTLY	1.91140945855659	5	SURE_CORRECT	7	13	36.0058143274437
40.5153454505808	3	9	INCORRECTLY	2.27817408241935	5	SURE_CORRECT	68	0	40.5153454505808
47.0143907697184	3	10	INCORRECTLY	0.82505332528217	21	SURE_INCORRECT	64	0	47.0143907697184
51.0762727807187	3	11	CORRECTLY	n/a	n/a	n/a	6	12	51.0762727807187
56.0168606608568	2	12	CONTROL	1.7275977221434	5	n/a	1000	0	56.0168606608568
61.5212138547186	3	13	INCORRECTLY	0.998047272281838	5	SURE_CORRECT	78	0	61.5212138547186
65.5830917327185	3	14	CORRECTLY	0.608395138281594	5	SURE_CORRECT	16	31	65.5830917327185
69.5787469245815	3	15	CORRECTLY	0.00862719341876073	5	SURE_CORRECT	14	0	69.5787469245815
75.0167170387185	3	16	CORRECTLY	0.682763327281464	28	MAYBE_CORRECT	1	3	75.0167170387185
79.0785318967182	3	17	CORRECTLY	0.588305926282374	28	MAYBE_CORRECT	5	11	79.0785318967182
83.5218271357189	3	18	INCORRECTLY	1.62336999828131	28	MAYBE_CORRECT	51	0	83.5218271357189
90.020849918581	3	19	INCORRECTLY	0.00872951741894212	28	MAYBE_CORRECT	47	0	90.020849918581
94.082808202581	3	20	INCORRECTLY	0.00869531441912841	21	SURE_INCORRECT	66	0	94.082808202581
99.0233962735811	3	21	CORRECTLY	0.364302495418997	5	SURE_CORRECT	10	20	99.0233962735811
103.085282318581	3	22	INCORRECTLY	0.0688115614184426	10	MAYBE_INCORRECT	48	0	103.085282318581
107.080859312581	3	23	INCORRECTLY	0.00868537741916953	10	MAYBE_INCORRECT	52	0	107.080859312581
115.022252992581	3	24	INCORRECTLY	0.633373837418731	28	MAYBE_CORRECT	45	0	115.022252992581
119.515243793581	3	25	CORRECTLY	0.884791865419174	10	MAYBE_INCORRECT	9	18	119.515243793581
125.517001845964	3	26	INCORRECTLY	0.928562408036669	10	MAYBE_INCORRECT	42	0	125.517001845964
131.021208733581	3	27	INCORRECTLY	1.36630521941879	28	MAYBE_CORRECT	80	0	131.021208733581
137.022837210857	3	28	CORRECTLY	2.18793547314363	5	SURE_CORRECT	2	5	137.022837210857
142.013258568719	2	29	CONTROL	1.88523221428113	5	n/a	1000	0	142.013258568719
145.080399517581	3	30	INCORRECTLY	0.808952644419151	21	SURE_INCORRECT	56	0	145.080399517581
150.518320978718	3	31	INCORRECTLY	1.67106689428238	5	SURE_CORRECT	43	0	150.518320978718
155.011324144719	3	32	INCORRECTLY	1.34432857628144	28	MAYBE_CORRECT	58	0	155.011324144719
159.520877858857	3	33	CORRECTLY	0.690823037143673	10	MAYBE_INCORRECT	4	9	159.520877858857
167.014699147719	3	34	CORRECTLY	3.18969266828208	28	MAYBE_CORRECT	13	0	167.014699147719
173.513704159581	3	35	CORRECTLY	3.2610989684199	28	MAYBE_CORRECT	11	21	173.513704159581
178.520617040444	3	36	CORRECTLY	2.71702195555645	28	MAYBE_CORRECT	15	30	178.520617040444
182.582488627581	3	37	INCORRECTLY	0.563275053418693	28	MAYBE_CORRECT	46	0	182.582488627581
188.517922717964	2	38	CONTROL	0.00645625203560485	21	n/a	1000	0	188.517922717964
193.508192961581	2	39	CONTROL	1.45824405341955	5	n/a	1000	0	193.508192961581
198.017796749444	3	40	INCORRECTLY	0.788829218556202	5	SURE_CORRECT	62	0	198.017796749444
203.024685566581	2	41	CONTROL	0.715379674419637	5	n/a	1000	0	203.024685566581
207.517612769581	2	42	CONTROL	0.00863510041926929	5	n/a	1000	0	207.517612769581
211.015869569581	2	43	CONTROL	1.95169686241934	28	n/a	1000	0	211.015869569581
218.509638170443	3	44	INCORRECTLY	0.113535910556493	28	MAYBE_CORRECT	49	0	218.509638170443
224.013923004582	3	45	CORRECTLY	1.64786565141912	28	MAYBE_CORRECT	27	47	224.013923004582
229.518256388581	3	46	CORRECTLY	0.741475304419509	5	SURE_CORRECT	30	53	229.518256388581
235.022515078718	3	47	INCORRECTLY	1.00007202528195	5	SURE_CORRECT	75	0	235.022515078718
244.522380347718	3	48	CORRECTLY	0.337407446281759	5	SURE_CORRECT	35	58	244.522380347718
252.016182062719	3	49	CORRECTLY	1.65627368328114	21	SURE_INCORRECT	32	55	252.016182062719
256.078114018581	2	50	CONTROL	1.75335396641913	5	n/a	1000	0	256.078114018581
259.078995129581	3	51	INCORRECTLY	0.00863399741956528	5	SURE_CORRECT	70	0	259.078995129581
267.020442780718	2	52	CONTROL	2.33128835928164	5	n/a	1000	0	267.020442780718
272.508124701581	3	53	INCORRECTLY	1.80060901841898	21	SURE_INCORRECT	79	0	272.508124701581
277.515002051581	3	54	INCORRECTLY	0.527222470419474	21	SURE_INCORRECT	65	0	277.515002051581
282.008034792581	2	55	CONTROL	1.10318908041882	28	n/a	1000	0	282.008034792581
285.075127245857	3	56	INCORRECTLY	n/a	n/a	n/a	53	0	285.075127245857
292.021846590581	3	57	INCORRECTLY	1.18531137441914	5	SURE_CORRECT	76	0	292.021846590581
296.067099288719	2	58	CONTROL	0.78418090228115	5	n/a	1000	0	296.067099288719
300.012984647718	3	59	INCORRECTLY	0.185770721282097	5	SURE_CORRECT	41	0	300.012984647718
305.517279948581	2	60	CONTROL	n/a	n/a	n/a	1000	0	305.517279948581
310.026855442718	3	61	INCORRECTLY	0.656014509281704	10	MAYBE_INCORRECT	63	0	310.026855442718
318.017967571857	3	62	CORRECTLY	0.503216417142539	5	SURE_CORRECT	38	61	318.017967571857
325.014388826718	3	63	CORRECTLY	1.52742080228199	5	SURE_CORRECT	24	41	325.014388826718
330.021363601581	3	64	CORRECTLY	1.38993651541841	28	MAYBE_CORRECT	21	37	330.021363601581
335.525625441857	3	65	INCORRECTLY	1.14899168814281	28	MAYBE_CORRECT	67	0	335.525625441857
341.510788747719	3	66	CORRECTLY	0.00880346028134227	5	SURE_CORRECT	34	57	341.510788747719
346.517642032582	3	67	INCORRECTLY	1.87985105041844	28	MAYBE_CORRECT	60	0	346.517642032582
351.010652984582	2	68	CONTROL	0.00869017541845096	5	n/a	1000	0	351.010652984582
355.022740159857	3	69	CORRECTLY	n/a	n/a	n/a	22	38	355.022740159857
362.516615253581	3	70	CORRECTLY	2.78884987841866	21	SURE_INCORRECT	25	44	362.516615253581
367.009507358719	3	71	INCORRECTLY	2.33969517128116	21	SURE_INCORRECT	71	0	367.009507358719
371.071565179791	3	72	INCORRECTLY	2.14190358220912	5	SURE_CORRECT	57	0	371.071565179791
375.514725310719	3	73	CORRECTLY	2.29592081628107	5	SURE_CORRECT	19	35	375.514725310719
381.018989320582	2	74	CONTROL	1.69328641441825	5	n/a	1000	0	381.018989320582
386.009303519719	3	75	INCORRECTLY	3.19091685728108	5	SURE_CORRECT	74	0	386.009303519719
391.513576868581	2	76	CONTROL	2.72961340741858	28	n/a	1000	0	391.513576868581
395.525791897581	3	77	CORRECTLY	n/a	n/a	n/a	17	32	395.525791897581
401.013487385581	2	78	CONTROL	n/a	n/a	n/a	1000	0	401.013487385581
405.025670549444	3	79	INCORRECTLY	0.00856915355598176	28	MAYBE_CORRECT	77	0	405.025670549444
409.518611513857	2	80	CONTROL	1.02157497314329	5	n/a	1000	0	409.518611513857
415.520248370857	3	81	INCORRECTLY	2.211813400143	28	MAYBE_CORRECT	44	0	415.520248370857
421.521987940581	3	82	CORRECTLY	0.679862439418685	28	MAYBE_CORRECT	40	64	421.521987940581
426.014982888102	3	83	CORRECTLY	n/a	n/a	n/a	28	48	426.014982888102
430.076814920581	3	84	INCORRECTLY	0.478672970419211	28	MAYBE_CORRECT	50	0	430.076814920581
437.006892631719	3	85	INCORRECTLY	0.703251182280837	5	SURE_CORRECT	72	0	437.006892631719
443.506064353102	3	86	INCORRECTLY	n/a	n/a	n/a	69	0	443.506064353102
447.584481113581	3	87	CORRECTLY	n/a	n/a	n/a	18	34	447.584481113581
452.525059768443	2	88	CONTROL	0.008436991556664	5	n/a	1000	0	452.525059768443
455.575631888857	2	89	CONTROL	2.92221172914287	28	n/a	1000	0	455.575631888857
462.008397463718	3	90	INCORRECTLY	3.55292571028167	28	MAYBE_CORRECT	61	0	462.008397463718
466.086850082444	2	91	CONTROL	0.00852850455703447	28	n/a	1000	0	466.086850082444
470.513555309067	3	92	INCORRECTLY	1.37683926993395	21	SURE_INCORRECT	73	0	470.513555309067
474.575428881204	3	93	CORRECTLY	1.51543748879612	28	MAYBE_CORRECT	29	52	474.575428881204
479.515999996581	3	94	CORRECTLY	1.66870389041924	5	SURE_CORRECT	20	36	479.515999996581
484.522941080719	2	95	CONTROL	n/a	n/a	n/a	1000	0	484.522941080719
489.015924135964	3	96	CORRECTLY	0.492623553035628	5	SURE_CORRECT	31	54	489.015924135964
493.077733065857	3	97	CORRECTLY	1.2345281531434	5	SURE_CORRECT	23	40	493.077733065857
498.018406777719	3	98	CORRECTLY	n/a	n/a	n/a	37	60	498.018406777719
502.511325947581	3	99	CORRECTLY	0.162061114418975	5	SURE_CORRECT	36	59	502.511325947581
506.573242738581	2	100	CONTROL	n/a	n/a	n/a	1000	0	506.573242738581
510.021751349581	3	101	INCORRECTLY	0.689981959419129	5	SURE_CORRECT	54	0	510.021751349581
514.083642970581	3	102	CORRECTLY	0.867713627419107	5	SURE_CORRECT	39	63	514.083642970581
518.079207064581	3	103	CORRECTLY	0.938013984418831	28	MAYBE_CORRECT	33	56	518.079207064581
522.074762443719	3	104	CORRECTLY	3.10418604428105	5	SURE_CORRECT	26	45	522.074762443719
