onset	duration	value	trial_type
37.5019	13.5000	1	rest_ons
51.0019	3.0000	1	prep_ons
54.0019	13.5000	1	hold_ons
67.5019	13.5000	1	rest_ons
81.0019	3.0000	1	prep_ons
84.0019	13.5000	1	hold_ons
97.5019	13.5000	1	rest_ons
111.0019	3.0000	1	prep_ons
114.0019	13.5000	1	hold_ons
127.5019	13.5000	1	rest_ons
141.0019	3.0000	1	prep_ons
144.0019	13.5000	1	hold_ons
157.5019	13.5000	1	rest_ons
171.0019	3.0000	1	prep_ons
174.0019	13.5000	1	hold_ons
