onset	duration	trial_type	PresentedStimulusArrowDirection	ReactionTime	SubjectResponseButton	SubjectResponseButtonCode	SubjectResponseCorrectness	TrialOutcome	StopSignalDelay	LadderNumber	LadderTime	LadderMovement	TimeCourse	onset_noTriggerAdjust	TimeCourse_noTriggerAdjust
0.0172897229999762	1.5	GO	LEFT	0.551898719999826	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	0	0.0172897229999762	0
0	1.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	1.5	0	1.5
3.13720862599985	1.5	GO	LEFT	0.342013394999867	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	3.125	3.13720862599985	3.125
0	0.75	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	4.625	0	4.625
5.38854982799967	1.5	GO	RIGHT	0.292321354999785	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	5.375	5.38854982799967	5.375
0	0.875	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	6.875	0	6.875
7.75462605099983	1.5	GO	RIGHT	0.323793804000161	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	7.75	7.75462605099983	7.75
0	1.875	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	9.25	0	9.25
11.1417443129999	1.5	GO	LEFT	0.388168755999686	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	11.125	11.1417443129999	11.125
0	0.5	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	12.625	0	12.625
13.1426875789998	1.5	GO	RIGHT	0.416305390000161	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	13.125	13.1426875789998	13.125
0	0.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	14.625	0	14.625
15.2608292789996	1.5	STOP	RIGHT	0.397982255999977	RIGHT	92	CorrectResponse	UnsuccessfulStop	0.351627988000018	2	350	-1	15.25	15.2608292789996	15.25
0	3.125	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	16.75	0	16.75
19.8964327079998	1.5	STOP	LEFT	0.36088489299982	LEFT	95	CorrectResponse	UnsuccessfulStop	0.252558005000083	1	250	-1	19.875	19.8964327079998	19.875
0	0.875	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	21.375	0	21.375
22.2646204979997	1.5	GO	LEFT	0.522101919999841	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	22.25	22.2646204979997	22.25
0	1.125	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	23.75	0	23.75
24.8824206019999	1.5	GO	LEFT	0.364466100999834	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	24.875	24.8824206019999	24.875
0	0.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	26.375	0	26.375
27.016938663	1.5	GO	RIGHT	0.390893046999736	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	27	27.016938663	27
0	0.875	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	28.5	0	28.5
29.385143122	1.5	STOP	LEFT	0.366506388000289	LEFT	95	CorrectResponse	UnsuccessfulStop	0.300641350000205	2	300	-1	29.375	29.385143122	29.375
0	0.5	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	30.875	0	30.875
31.3862224119998	1.5	GO	RIGHT	0.582814116999998	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	31.375	31.3862224119998	31.375
0	2.375	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	32.875	0	32.875
35.2716272829998	1.5	STOP	RIGHT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.202181847999782	1	200	1	35.25	35.2716272829998	35.25
0	1.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	36.75	0	36.75
38.3900995579997	1.5	GO	LEFT	0.395441728999685	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	38.375	38.3900995579997	38.375
0	1.75	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	39.875	0	39.875
41.6417697859997	1.5	GO	RIGHT	0.390620575999947	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	41.625	41.6417697859997	41.625
0	1.875	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	43.125	0	43.125
45.010175508	1.5	GO	RIGHT	0.35225804699985	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	45	45.010175508	45
0	1	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	46.5	0	46.5
47.5117416359999	1.5	GO	RIGHT	0.394124206000015	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	47.5	47.5117416359999	47.5
0	2	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	49	0	49
51.013647017	1.5	GO	RIGHT	0.299285068000245	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	51	51.013647017	51
0	0.5	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	52.5	0	52.5
53.014863674	1.5	GO	LEFT	0.561742836999656	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	53	53.014863674	53
0	3	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	54.5	0	54.5
57.5171285439997	1.5	GO	LEFT	0.395848967999882	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	57.5	57.5171285439997	57.5
0	0.875	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	59	0	59
59.8853225119997	1.5	STOP	LEFT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.250559669000268	1	250	1	59.875	59.8853225119997	59.875
0	0.5	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	61.375	0	61.375
61.9531167989999	1.5	GO	LEFT	0.285465611999825	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	61.875	61.9531167989999	61.875
0	0.5	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	63.375	0	63.375
63.8872089759998	1.5	STOP	RIGHT	0.280703008999808	RIGHT	92	CorrectResponse	UnsuccessfulStop	0.252939794999747	2	250	-1	63.875	63.8872089759998	63.875
0	1	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	65.375	0	65.375
66.3887731479999	1.5	STOP	LEFT	0.290355848000218	LEFT	95	CorrectResponse	UnsuccessfulStop	0.202418850999948	2	200	-1	66.375	66.3887731479999	66.375
0	1	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	67.875	0	67.875
68.8900994559999	1.5	STOP	RIGHT	0.271562602999893	RIGHT	92	CorrectResponse	UnsuccessfulStop	0	1	300	-1	68.875	68.8900994559999	68.875
0	1.5	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	70.375	0	70.375
71.8917443559999	1.5	GO	LEFT	0.412994464999883	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	71.875	71.8917443559999	71.875
0	1.5	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	73.375	0	73.375
74.8935517129999	1.5	GO	LEFT	0.329504437999731	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	74.875	74.8935517129999	74.875
0	0.875	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	76.375	0	76.375
77.2612777129998	1.5	GO	LEFT	0.322228249000091	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	77.25	77.2612777129998	77.25
0	0.75	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	78.75	0	78.75
79.5127479449998	1.5	GO	RIGHT	0.473067207999975	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	79.5	79.5127479449998	79.5
0	3.375	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	81	0	81
84.3808612119997	1.5	GO	RIGHT	0.54051693800011	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	84.375	84.3808612119997	84.375
0	1.25	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	85.875	0	85.875
87.13349436	1.5	GO	RIGHT	0.291215529000056	LEFT	95	IncorrectResponse	JUNK	0	0	0	0	87.125	87.13349436	87.125
0	3.125	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	88.625	0	88.625
91.7692882439997	1.5	STOP	LEFT	0.295765602000301	LEFT	95	CorrectResponse	UnsuccessfulStop	0.252358742000069	1	250	-1	91.75	91.7692882439997	91.75
0	1	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	93.25	0	93.25
94.2706441239998	1.5	STOP	RIGHT	0.320708245999867	RIGHT	92	CorrectResponse	UnsuccessfulStop	0.150247103999845	2	150	-1	94.25	94.2706441239998	94.25
0	1.75	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	95.75	0	95.75
97.5224675099998	1.5	GO	LEFT	0.478376812000079	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	97.5	97.5224675099998	97.5
0	0.5	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	99	0	99
99.50579543	1.5	GO	LEFT	0.316022695999891	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	99.5	99.50579543	99.5
0	0.75	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	101	0	101
101.757038246	1.5	GO	LEFT	0.371593161999954	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	101.75	101.757038246	101.75
0	1.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	103.25	0	103.25
104.893088303	1.5	GO	RIGHT	0.355733071000031	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	104.875	104.893088303	104.875
0	1.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	106.375	0	106.375
108.011519497	1.5	GO	RIGHT	0.317090013999859	LEFT	95	IncorrectResponse	JUNK	0	0	0	0	108	108.011519497	108
0	1.375	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	109.5	0	109.5
110.896561842	1.5	GO	RIGHT	0.353339414999937	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	110.875	110.896561842	110.875
0	2	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	112.375	0	112.375
114.379705615	1.5	GO	RIGHT	0.316254354000193	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	114.375	114.379705615	114.375
0	0.75	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	115.875	0	115.875
116.632739475	1.5	GO	LEFT	0.422341565999886	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	116.625	116.632739475	116.625
0	1.125	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	118.125	0	118.125
119.267861678	1.5	GO	RIGHT	0.524701516999812	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	119.25	119.267861678	119.25
0	1.75	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	120.75	0	120.75
122.519577512	1.5	STOP	LEFT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.102536411000074	2	100	1	122.5	122.519577512	122.5
0	0.875	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	124	0	124
124.887595135	1.5	GO	LEFT	0.570744900000136	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	124.875	124.887595135	124.875
