onset	duration	trial_type	PresentedStimulusArrowDirection	ReactionTime	SubjectResponseButton	SubjectResponseButtonCode	SubjectResponseCorrectness	TrialOutcome	StopSignalDelay	LadderNumber	LadderTime	LadderMovement	TimeCourse	onset_noTriggerAdjust	TimeCourse_noTriggerAdjust
0.0164931720000823	1.5	GO	LEFT	0.930444893000185	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	0	0.0164931720000823	0
0	1	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	1.5	0	1.5
2.51775951599984	1.5	GO	LEFT	0.456918930000029	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	2.5	2.51775951599984	2.5
0	0.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	4	0	4
4.63558233899994	1.5	STOP	LEFT	0.709062518999872	LEFT	95	CorrectResponse	UnsuccessfulStop	0.251285362999624	1	250	-1	4.625	4.63558233899994	4.625
0	0.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	6.125	0	6.125
6.7700553489999	1.5	STOP	RIGHT	0.609035576999759	RIGHT	92	CorrectResponse	UnsuccessfulStop	0.351157083000089	2	350	-1	6.75	6.7700553489999	6.75
0	0.75	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	8.25	0	8.25
9.02148928599991	1.5	GO	LEFT	0.556907594000222	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	9	9.02148928599991	9
0	0.5	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	10.5	0	10.5
11.02247971	1.5	GO	RIGHT	0.665955462000056	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	11	11.02247971	11
0	1.375	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	12.5	0	12.5
13.8907662009997	1.5	GO	RIGHT	0.494311345999904	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	13.875	13.8907662009997	13.875
0	0.5	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	15.375	0	15.375
15.8917263549997	1.5	GO	RIGHT	0.467788172999917	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	15.875	15.8917263549997	15.875
0	1.5	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	17.375	0	17.375
18.8934996170001	1.5	STOP	RIGHT	0.443279527999948	RIGHT	92	CorrectResponse	UnsuccessfulStop	0.201165892000063	1	200	-1	18.875	18.8934996170001	18.875
0	1.125	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	20.375	0	20.375
21.511578785	1.5	GO	RIGHT	0.95447019500034	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	21.5	21.511578785	21.5
0	1.75	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	23	0	23
24.7633380699999	1.5	STOP	LEFT	0.475480845999755	LEFT	95	CorrectResponse	UnsuccessfulStop	0.302553655999873	2	300	-1	24.75	24.7633380699999	24.75
0	3.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	26.25	0	26.25
29.8826518149999	1.5	GO	RIGHT	0.957794382999964	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	29.875	29.8826518149999	29.875
0	0.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	31.375	0	31.375
32.017276911	1.5	GO	LEFT	0.576748058000248	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	32	32.017276911	32
0	0.75	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	33.5	0	33.5
34.268621227	1.5	GO	RIGHT	1.06030694899982	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	34.25	34.268621227	34.25
0	0.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	35.75	0	35.75
36.386364124	1.5	GO	LEFT	0.765399842000079	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	36.375	36.386364124	36.375
0	1.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	37.875	0	37.875
39.5214977549999	1.5	GO	LEFT	0.521706891000122	RIGHT	92	IncorrectResponse	JUNK	0	0	0	0	39.5	39.5214977549999	39.5
0	1.375	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	41	0	41
42.3898583959999	1.5	STOP	RIGHT	0.443610514000284	LEFT	95	IncorrectResponse	UnsuccessfulStop	0.151613964000262	1	150	-1	42.375	42.3898583959999	42.375
0	1.375	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	43.875	0	43.875
45.2577192399999	1.5	GO	LEFT	0.593104381999638	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	45.25	45.2577192399999	45.25
0	0.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	46.75	0	46.75
47.3925967820001	1.5	GO	RIGHT	0.513081228999908	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	47.375	47.3925967820001	47.375
0	2.875	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	48.875	0	48.875
51.7615393809997	1.5	GO	RIGHT	0.337136611999995	LEFT	95	IncorrectResponse	JUNK	0	0	0	0	51.75	51.7615393809997	51.75
0	1.25	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	53.25	0	53.25
54.5130314929997	1.5	STOP	LEFT	0.506074063000142	LEFT	95	CorrectResponse	UnsuccessfulStop	0.252295034999861	2	250	-1	54.5	54.5130314929997	54.5
0	1.125	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	56	0	56
57.1479364429997	1.5	GO	RIGHT	0	n/a	0	IncorrectResponse	UnuccessfulGo	0	0	0	0	57.125	57.1479364429997	57.125
0	1.25	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	58.625	0	58.625
59.8824722569998	1.5	GO	LEFT	0	n/a	0	IncorrectResponse	UnuccessfulGo	0	0	0	0	59.875	59.8824722569998	59.875
0	0.75	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	61.375	0	61.375
62.1337864289999	1.5	GO	LEFT	0.467686175000381	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	62.125	62.1337864289999	62.125
0	1.875	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	63.625	0	63.625
65.5192995130001	1.5	GO	LEFT	0	n/a	0	IncorrectResponse	UnuccessfulGo	0	0	0	0	65.5	65.5192995130001	65.5
