onset	duration	value	trial_type
8.2453	13.5000	1	rest_ons
21.7453	3.0000	1	prep_ons
24.7453	13.5000	1	hold_ons
38.2453	13.5000	1	rest_ons
51.7453	3.0000	1	prep_ons
54.7453	13.5000	1	hold_ons
68.2453	13.5000	1	rest_ons
81.7453	3.0000	1	prep_ons
84.7453	13.5000	1	hold_ons
98.2453	13.5000	1	rest_ons
111.7453	3.0000	1	prep_ons
114.7453	13.5000	1	hold_ons
128.2453	13.5000	1	rest_ons
141.7453	3.0000	1	prep_ons
144.7453	13.5000	1	hold_ons
