onset	duration	trial_type	Load	Delay	ReactionTime	ResponseAccuracy	ExpectedResponse	ButtonPressCode	PresentationInterval	ResponseInterval	onset_noTriggerAdjust
2.01579015700008	9.49795059400003	6	3	4.5	1.22495267800014	CORRECT	2	28	2.00223254899993	2.99498350400017	0.0157901570000831
13.515927721	7.99213971500012	8	5	3	2.19816898499994	CORRECT	1	5	2.00218174500014	2.995015943	11.515927721
23.5267405270001	7.99218364099988	2	1	3	2.63221646600005	CORRECT	1	5	1.98569217699969	3.01147567699991	21.5267405270001
33.5045548379999	8.00868152600015	5	3	3	1.55856444700021	INCORRECT	2	5	2.01868658400008	2.99502088100007	31.5045548379999
45.5176047690002	9.49793243899967	3	1	4.5	0.572481891999814	CORRECT	1	5	2.00217540099993	2.99502757299979	43.5176047690002
61.0054934659997	6.51946198000041	1	1	1.5	1.15793346200007	CORRECT	2	28	2.018706157	3.01154263200033	59.0054934659997
73.51493725	9.49790940299999	12	7	4.5	2.32253523700001	CORRECT	2	28	2.0021733919998	2.99501637200001	71.51493725
87.0171654350002	9.49789365399965	6	3	4.5	0.768932812000003	CORRECT	1	5	2.00221881699963	2.99496681599976	85.0171654350002
98.5172678969998	9.49787280999999	9	5	4.5	0.906291162999878	CORRECT	2	28	2.00217364500031	2.99497551499962	96.5172678969998
112.019515059	7.99218069100016	11	7	3	2.66433501499978	CORRECT	2	28	1.98560558500003	2.99500555699979	110.019515059
128.020322089	7.99219931900006	8	5	3	2.07453523999993	CORRECT	2	28	1.9857234000001	2.99498099699986	126.020322089
140.016868504	9.53097630699995	9	5	4.5	n/a	NO_RESPONSE	1	n/a	2.00218936200008	3.02807233399972	138.016868504
153.519142753	6.48635187299988	4	3	1.5	2.14611190000005	INCORRECT	1	28	1.9855817040002	2.9949742609997	151.519142753
164.009867996	6.5029073679998	7	5	1.5	1.34985339700006	INCORRECT	1	28	2.0021290489999	2.99503516999994	162.009867996
174.51706391	9.49794707699994	6	3	4.5	1.12853732400026	INCORRECT	1	28	2.00226347499984	2.9950075290003	172.51706391
188.01932432	6.50290306199986	10	7	1.5	2.42078379399982	CORRECT	1	5	1.98568683099984	3.01147899099988	186.01932432
198.510050791	6.50296382999977	1	1	1.5	0.69859909600018	CORRECT	2	28	2.00224184699982	2.99503329800018	196.510050791
211.019599429	6.50284147299999	10	7	1.5	1.11589518999972	CORRECT	2	28	1.98555272700014	3.0115198679996	209.019599429
221.51021849	8.04187627099964	2	1	3	n/a	NO_RESPONSE	2	n/a	2.0021582469999	3.04472319399974	219.51021849
239.513271755	6.50299333500016	7	5	1.5	1.48722361299997	INCORRECT	1	28	2.00218726200001	2.99510599700034	237.513271755
254.008362362	8.00867764200029	5	3	3	2.11402221599974	CORRECT	1	5	2.01870650499995	2.9950165350001	252.008362362
266.02138754	9.49789165199991	3	1	4.5	1.36363139400009	CORRECT	1	5	1.98562447199993	3.01152524000008	264.02138754
279.507019819	9.49798644599969	12	7	4.5	2.39456916200015	CORRECT	2	28	2.01878660099965	2.99501578799982	277.507019819
291.007146479	8.00873062500023	11	7	3	1.8595382970002	CORRECT	1	5	2.01872494899999	2.99504429300032	289.007146479
303.020152237	7.99221694800008	2	1	3	1.98904602900029	CORRECT	2	28	1.98569188600004	2.99495182300006	301.020152237
313.014502101	8.04179724599999	8	5	3	n/a	NO_RESPONSE	2	n/a	2.0022190059999	3.04460991699989	311.014502101
323.008814565	6.50299891000031	10	7	1.5	1.81939942899999	CORRECT	1	5	2.00221884200027	2.99508933000016	321.008814565
337.520457164	6.48636271799978	1	1	1.5	2.33241513400026	INCORRECT	1	28	1.98561804499968	2.99495078700011	335.520457164
346.025513249	7.992184877	11	7	3	2.4881082500001	INCORRECT	1	28	1.98572342899979	3.01156449500013	344.025513249
356.003375887	6.51941936699995	7	5	1.5	1.00058232799984	CORRECT	2	28	2.01863109900023	3.01148682099983	354.003375887
