onset	duration	value	trial_type
8.5488	13.5000	1	rest_ons
22.0488	3.0000	1	prep_ons
25.0488	13.5000	1	hold_ons
38.5488	13.5000	1	rest_ons
52.0488	3.0000	1	prep_ons
55.0488	13.5000	1	hold_ons
68.5488	13.5000	1	rest_ons
82.0488	3.0000	1	prep_ons
85.0488	13.5000	1	hold_ons
98.5488	13.5000	1	rest_ons
112.0488	3.0000	1	prep_ons
115.0488	13.5000	1	hold_ons
128.5488	13.5000	1	rest_ons
142.0488	3.0000	1	prep_ons
145.0488	13.5000	1	hold_ons
