onset	duration	trial_number	trial_type	trial_type_coded	reaction_time	expected_response_coded	response	response_coded	accuracy	accuracy_scrambled	accuracy_task	rec_codes_during_enc	onset_probe	onset_noTriggerAdjust	onset_probe_noTriggerAdjust
0.0157941530001153	2	1	CONTROL	1	1.93121689999998	1	LEFT	5	1	1	0	0	0.0323732770002607	0.0157941530001153	0.0323732770002607
4.51659760700022	2	2	CONTROL	1	1.4307559670001	2	RIGHT	28	1	1	0	0	4.53309468899988	4.51659760700022	4.53309468899988
11.5158736220001	4	3	TASK	2	1.56246344400006	1	LEFT	5	1	0	1	16	12.508755109	11.5158736220001	12.508755109
19.5246440179999	2	4	CONTROL	1	1.26251623600001	1	LEFT	5	1	1	0	0	19.5411498670001	19.5246440179999	19.5411498670001
22.0562861399999	4	5	TASK	2	1.76216580099981	2	RIGHT	28	1	0	1	28	23.0159765150001	22.0562861399999	23.0159765150001
38.5038768499999	4	6	TASK	2	1.4862950239999	1	LEFT	5	1	0	1	1	39.5132787940001	38.5038768499999	39.5132787940001
49.5075986860002	2	7	CONTROL	1	1.75582377300043	2	RIGHT	28	1	1	0	0	49.5241296959998	49.5075986860002	49.5241296959998
56.5233944760002	2	8	CONTROL	1	2.03284827200014	2	RIGHT	28	1	1	0	0	56.5399993440001	56.5233944760002	56.5399993440001
66.0214001849999	4	9	TASK	2	1.60671098000012	2	RIGHT	28	1	0	1	33	67.014171712	66.0214001849999	67.014171712
70.5220696259998	2	10	CONTROL	1	2.08716150300006	2	RIGHT	28	1	1	0	0	70.5386396710001	70.5220696259998	70.5386396710001
76.0156742170002	4	11	TASK	2	1.26643233599998	2	RIGHT	28	1	0	1	17	77.0084968360002	76.0156742170002	77.0084968360002
81.50924863	4	12	TASK	2	1.40025049999986	2	RIGHT	28	1	0	1	11	82.5186331620002	81.50924863	82.5186331620002
92.512934891	4	13	TASK	2	1.44427830799987	1	LEFT	5	1	0	1	8	93.5057033020003	92.512934891	93.5057033020003
98.0064716870002	2	14	CONTROL	1	1.15307639799994	1	LEFT	5	1	1	0	0	98.0230070960001	98.0064716870002	98.0230070960001
104.525965328	4	15	TASK	2	1.36385011699986	1	LEFT	5	1	0	1	5	105.502167614	104.525965328	105.502167614
109.010203423	2	16	CONTROL	1	1.05418814799987	1	LEFT	5	1	1	0	0	109.026690251	109.010203423	109.026690251
112.021686009	2	17	CONTROL	1	1.45983377199991	2	RIGHT	28	1	1	0	0	112.03823679	112.021686009	112.03823679
118.508058706	4	18	TASK	2	1.01062214800004	2	RIGHT	28	1	0	1	25	119.51748075	118.508058706	119.51748075
125.011004273	2	19	CONTROL	1	1.0626267280004	1	LEFT	5	1	1	0	0	125.027537479	125.011004273	125.027537479
129.015357911	4	20	TASK	2	1.64349914200011	1	LEFT	5	1	0	1	21	130.008192293	129.015357911	130.008192293
135.005325861	4	21	TASK	2	1.6193655269999	2	LEFT	5	0	0	0	35	136.014710053	135.005325861	136.014710053
151.006173106	4	22	TASK	2	1.17393567900035	1	LEFT	5	1	0	1	4	152.015469482	151.006173106	152.015469482
155.523429298	4	23	TASK	2	1.04118404400015	2	RIGHT	28	1	0	1	34	156.516207573	155.523429298	156.516207573
161.016976619	2	24	CONTROL	1	0.850854968000021	2	RIGHT	28	1	1	0	0	161.033551499	161.016976619	161.033551499
165.021332391	2	25	CONTROL	1	n/a	1	n/a	n/a	0	0	0	0	165.037906945	165.021332391	165.037906945
174.519213174	2	26	CONTROL	1	0.804090156999791	2	RIGHT	28	1	1	0	0	174.535856895	174.519213174	174.535856895
179.516520285	2	27	CONTROL	1	1.03772188099992	2	RIGHT	28	1	1	0	0	179.532970303	179.516520285	179.532970303
182.048133437	4	28	TASK	2	1.20118732300034	2	RIGHT	28	1	0	1	15	183.007830441	182.048133437	183.007830441
189.014356237	2	29	CONTROL	1	0.857340439999916	2	RIGHT	28	1	1	0	0	189.030851678	189.014356237	189.030851678
193.01868436	4	30	TASK	2	1.11950184100033	2	RIGHT	28	1	0	1	36	194.011526377	193.01868436	194.011526377
202.020219088	4	31	TASK	2	1.23540183199975	2	RIGHT	28	1	0	1	14	203.013051528	202.020219088	203.013051528
209.515940629	4	32	TASK	2	1.20147115100008	1	LEFT	5	1	0	1	77	210.508702274	209.515940629	210.508702274
216.018847953	2	33	CONTROL	1	n/a	2	n/a	n/a	0	0	0	0	216.035417006	216.018847953	216.035417006
220.519615245	4	34	TASK	2	1.41642022400038	1	LEFT	5	1	0	1	87	221.512469982	220.519615245	221.512469982
226.013166078	4	35	TASK	2	1.38683590600021	1	LEFT	5	1	0	1	73	227.006009059	226.013166078	227.006009059
240.011859391	4	36	TASK	2	0.888002576999952	1	LEFT	5	1	0	1	94	241.004630128	240.011859391	241.004630128
254.010475041	4	37	TASK	2	1.20614802699993	1	LEFT	5	1	0	1	64	255.00331998	254.010475041	255.00331998
261.522800112	4	38	TASK	2	1.31545239799971	2	RIGHT	28	1	0	1	69	262.515640716	261.522800112	262.515640716
280.022195854	2	39	CONTROL	1	1.72267145099977	1	LEFT	5	1	1	0	0	280.038696127	280.022195854	280.038696127
283.017196294	4	40	TASK	2	1.12790606499993	2	RIGHT	28	1	0	1	97	284.009994941	283.017196294	284.009994941
292.01874342	4	41	TASK	2	1.1366853149998	1	LEFT	5	1	0	1	63	293.011470189	292.01874342	293.011470189
297.512276724	2	42	CONTROL	1	0.985411572999965	1	LEFT	5	1	1	0	0	297.528770126	297.512276724	297.528770126
305.504399037	2	43	CONTROL	1	1.37405749300024	1	LEFT	5	1	1	0	0	305.520902153	305.504399037	305.520902153
316.524642331	4	44	TASK	2	1.04236742900002	1	LEFT	5	1	0	1	70	317.517428797	316.524642331	317.517428797
324.020358838	4	45	TASK	2	0.965791189000356	1	LEFT	5	1	0	1	104	325.013217713	324.020358838	325.013217713
331.003211394	2	46	CONTROL	1	1.30219238100017	1	LEFT	5	1	1	0	0	331.019700124	331.003211394	331.019700124
336.513217273	4	47	TASK	2	1.24033656500023	2	RIGHT	28	1	0	1	45	337.506065568	336.513217273	337.506065568
347.02050283	4	48	TASK	2	1.31995607899989	2	RIGHT	28	1	0	1	83	348.013374858	347.02050283	348.013374858
358.024171941	2	49	CONTROL	1	1.7887634460003	1	LEFT	5	1	1	0	0	358.040741156	358.024171941	358.040741156
363.021406795	2	50	CONTROL	1	1.40425553599971	2	RIGHT	28	1	1	0	0	363.037906114	363.021406795	363.037906114
370.517139578	2	51	CONTROL	1	1.01290373399979	2	RIGHT	28	1	1	0	0	370.533652688	370.517139578	370.533652688
376.507061538	4	52	TASK	2	1.14781816999994	2	RIGHT	28	1	0	1	93	377.516386734	376.507061538	377.516386734
383.506451101	4	53	TASK	2	1.22833580500037	1	LEFT	5	1	0	1	46	384.515787686	383.506451101	384.515787686
390.50575287	4	54	TASK	2	1.13518060099977	2	RIGHT	28	1	0	1	96	391.515111782	390.50575287	391.515111782
405.017391015	4	55	TASK	2	1.17152171799989	2	RIGHT	28	1	0	1	49	406.010180532	405.017391015	406.010180532
412.016706967	4	56	TASK	2	1.39385711299974	2	RIGHT	28	1	0	1	103	413.009516035	412.016706967	413.009516035
418.519571779	4	57	TASK	2	1.39727463899999	2	RIGHT	28	1	0	1	66	419.512486772	418.519571779	419.512486772
429.523294034	4	58	TASK	2	1.08192596400022	2	RIGHT	28	1	0	1	48	430.516087864	429.523294034	430.516087864
443.522020444	4	59	TASK	2	1.13374698000007	2	RIGHT	28	1	0	1	99	444.51473488	443.522020444	444.51473488
448.022735203	4	60	TASK	2	1.1683885399998	1	LEFT	5	1	0	1	98	449.015511797	448.022735203	449.015511797
453.019861998	4	61	TASK	2	1.05116142800034	2	RIGHT	28	1	0	1	62	454.012712247	453.019861998	454.012712247
459.522848096	2	62	CONTROL	1	1.21858524199979	1	LEFT	5	1	1	0	0	459.53931855	459.522848096	459.53931855
465.016355816	4	63	TASK	2	1.30317520500012	1	LEFT	5	1	0	1	102	466.009138519	465.016355816	466.009138519
473.504954775	4	64	TASK	2	1.26465164000001	2	RIGHT	28	1	0	1	82	474.514361541	473.504954775	474.514361541
