onset	duration	value	trial_type
8.1806	13.5000	1	rest_ons
21.6806	3.0000	1	prep_ons
24.6806	13.5000	1	hold_ons
38.1806	13.5000	1	rest_ons
51.6806	3.0000	1	prep_ons
54.6806	13.5000	1	hold_ons
68.1806	13.5000	1	rest_ons
81.6806	3.0000	1	prep_ons
84.6806	13.5000	1	hold_ons
98.1806	13.5000	1	rest_ons
111.6806	3.0000	1	prep_ons
114.6806	13.5000	1	hold_ons
128.1806	13.5000	1	rest_ons
141.6806	3.0000	1	prep_ons
144.6806	13.5000	1	hold_ons
