onset	duration	trial_number	trial_type	trial_type_coded	reaction_time	expected_response_coded	response	response_coded	accuracy	accuracy_scrambled	accuracy_task	rec_codes_during_enc	onset_probe	onset_noTriggerAdjust	onset_probe_noTriggerAdjust
0.013405083726866	2	1	CONTROL	1	1.06358789427304	1	LEFT	5	1	1	0	0	0.0465200487269612	0.013405083726866	0.0465200487269612
4.50642683421847	2	2	CONTROL	1	0.704781809373799	2	RIGHT	28	1	1	0	0	4.52302318862621	4.50642683421847	4.52302318862621
11.5193653927267	4	3	TASK	2	1.00566232693291	1	LEFT	5	1	0	1	16	12.5141848260673	11.5193653927267	12.5141848260673
19.5105427322183	2	4	CONTROL	1	0.617032342865514	1	LEFT	5	1	1	0	0	19.5272088391343	19.5105427322183	19.5272088391343
22.0471278492355	4	5	TASK	2	1.19852541027331	2	RIGHT	28	1	0	1	28	23.0087743247268	22.0471278492355	23.0087743247268
38.5103703992017	4	6	TASK	2	0.682165940866071	1	LEFT	5	1	0	1	1	39.505118875134	38.5103703992017	39.505118875134
49.518922461727	2	7	CONTROL	1	0.894143929373968	2	RIGHT	28	1	1	0	0	49.535530072626	49.518922461727	49.535530072626
56.5153650607267	2	8	CONTROL	1	0.7773492817646	2	RIGHT	28	1	1	0	0	56.5318985912354	56.5153650607267	56.5318985912354
66.0152389152181	4	9	TASK	2	0.700806126933003	2	RIGHT	28	1	0	1	33	67.0100334480671	66.0152389152181	67.0100334480671
70.5247741077269	2	10	CONTROL	1	1.33858329678196	2	RIGHT	28	1	1	0	0	70.5412982362182	70.5247741077269	70.5412982362182
76.0124156437269	4	11	TASK	2	1.55496267093304	2	RIGHT	28	1	0	1	17	77.0073022760671	76.0124156437269	77.0073022760671
81.5167390872184	4	12	TASK	2	0.565742382781991	2	RIGHT	28	1	0	1	11	82.5115504052183	81.5167390872184	82.5115504052183
92.5087195853025	4	13	TASK	2	0.709599806273218	1	LEFT	5	1	0	1	8	93.520151027727	92.5087195853025	93.520151027727
98.0130575652183	2	14	CONTROL	1	2.02698088927355	1	LEFT	5	1	1	0	0	98.0296836207267	98.0130575652183	98.0296836207267
104.512154810218	4	15	TASK	2	0.553211923765048	1	LEFT	5	1	0	1	5	105.506894224235	104.512154810218	105.506894224235
109.021633932218	2	16	CONTROL	1	0.774420465273124	1	LEFT	5	1	1	0	0	109.038251485727	109.021633932218	109.038251485727
112.022506825218	2	17	CONTROL	1	0.85764208176488	2	RIGHT	28	1	1	0	0	112.039019577235	112.022506825218	112.039019577235
118.521499963219	4	18	TASK	2	0.54591888978166	2	RIGHT	28	1	0	1	25	119.516313252218	118.521499963219	119.516313252218
125.020606637727	2	19	CONTROL	1	0.637104315781471	1	LEFT	5	1	1	0	0	125.037132240218	125.020606637727	125.037132240218
129.016185248727	4	20	TASK	2	1.06473979793282	1	LEFT	5	1	0	1	21	130.011007263067	129.016185248727	130.011007263067
135.017859334218	4	21	TASK	2	0.835168510272979	2	RIGHT	28	1	0	1	35	136.012557805727	135.017859334218	136.012557805727
151.01675898371	4	22	TASK	2	1.66138198389945	1	LEFT	5	1	0	1	4	152.011600395101	151.01675898371	152.011600395101
155.52627859671	4	23	TASK	2	1.81731317327331	2	RIGHT	28	1	0	1	34	156.521028365727	155.52627859671	156.521028365727
161.014017570218	2	24	CONTROL	1	0.597521496273203	2	RIGHT	28	1	1	0	0	161.030581766727	161.014017570218	161.030581766727
165.026142255235	2	25	CONTROL	1	0.681653079781881	1	LEFT	5	1	1	0	0	165.042813018218	165.026142255235	165.042813018218
174.509519771218	2	26	CONTROL	1	0.613089241273428	2	RIGHT	28	1	1	0	0	174.526053600727	174.509519771218	174.526053600727
179.516438128727	2	27	CONTROL	1	1.04620374588239	2	RIGHT	28	1	1	0	0	179.533085501118	179.516438128727	179.533085501118
182.053048500218	4	28	TASK	2	2.09189160578171	2	RIGHT	28	1	0	1	15	183.014685084218	182.053048500218	183.014685084218
189.016301983218	2	29	CONTROL	1	0.483555951273047	2	RIGHT	28	1	1	0	0	189.032855867727	189.016301983218	189.032855867727
193.011879956218	4	30	TASK	2	0.665119231781773	2	RIGHT	28	1	0	1	36	194.006688084218	193.011879956218	194.006688084218
202.014412743727	4	31	TASK	2	0.990877024932615	2	RIGHT	28	1	0	1	14	203.009194329067	202.014412743727	203.009194329067
209.508244345202	4	32	TASK	2	0.68371287676473	1	LEFT	5	1	0	1	77	210.519477746235	209.508244345202	210.519477746235
216.007225310727	2	33	CONTROL	1	0.942577497764432	2	RIGHT	28	1	1	0	0	216.023842923235	216.007225310727	216.023842923235
220.516822325727	4	34	TASK	2	0.728616519357274	1	LEFT	5	1	0	1	87	221.511624951643	220.516822325727	221.511624951643
226.021023384727	4	35	TASK	2	0.533620625781623	1	LEFT	5	1	0	1	73	227.015812704218	226.021023384727	227.015812704218
240.01392554871	4	36	TASK	2	0.541443154441367	1	LEFT	5	1	0	1	94	241.008718649558	240.01392554871	241.008718649558
254.023363749727	4	37	TASK	2	0.802396024798327	1	LEFT	5	1	0	1	64	255.018145059202	254.023363749727	255.018145059202
261.517150867218	4	38	TASK	2	2.42865665878207	2	RIGHT	28	1	0	1	69	262.511908263218	261.517150867218	262.511908263218
280.019562376235	2	39	CONTROL	1	0.57017788637404	1	LEFT	5	1	1	0	0	280.036200280626	280.019562376235	280.036200280626
283.020331561727	4	40	TASK	2	n/a	2	n/a	n/a	0	0	0	97	284.015132151727	283.020331561727	284.015132151727
292.022874418218	4	41	TASK	2	3.17349922227322	1	LEFT	5	1	0	1	63	293.017626054727	292.022874418218	293.017626054727
297.527179641218	2	42	CONTROL	1	n/a	1	n/a	n/a	0	0	0	0	297.543720890727	297.527179641218	297.543720890727
305.518300775235	2	43	CONTROL	1	0.772767029882289	1	LEFT	5	1	1	0	0	305.534963157118	305.518300775235	305.534963157118
