onset	duration	trial_number	trial_type	trial_type_coded	reaction_time	expected_response_coded	response	response_coded	accuracy	accuracy_scrambled	accuracy_task	rec_codes_during_enc	onset_probe	onset_noTriggerAdjust	onset_probe_noTriggerAdjust
0.0157620370000586	2	1	CONTROL	1	n/a	1	n/a	n/a	0	0	0	0	0.0488909359996796	0.0157620370000586	0.0488909359996796
4.51656874199989	2	2	CONTROL	1	n/a	2	n/a	n/a	0	0	0	0	4.53306971199981	4.51656874199989	4.53306971199981
11.515887428	4	3	TASK	2	0.73852049099969	1	LEFT	5	1	0	1	16	12.5086935300001	11.515887428	12.5086935300001
19.5245836499998	2	4	CONTROL	1	n/a	1	n/a	n/a	0	0	0	0	19.5411435289998	19.5245836499998	19.5411435289998
22.056258307	4	5	TASK	2	0.642165701000067	2	RIGHT	28	1	0	1	28	23.0159294189998	22.056258307	23.0159294189998
38.5204058019999	4	6	TASK	2	0.50589901100011	1	LEFT	5	1	0	1	1	39.5132513779999	38.5204058019999	39.5132513779999
49.507479113	2	7	CONTROL	1	n/a	2	n/a	n/a	0	0	0	0	49.524049916	49.507479113	49.524049916
56.5234128289999	2	8	CONTROL	1	n/a	2	n/a	n/a	0	0	0	0	56.53993919	56.5234128289999	56.53993919
66.0048127209998	4	9	TASK	2	0.909853241999826	2	RIGHT	28	1	0	1	33	67.0140896809999	66.0048127209998	67.0140896809999
70.5220618459998	2	10	CONTROL	1	n/a	2	n/a	n/a	0	0	0	0	70.5385774669999	70.5220618459998	70.5385774669999
76.0156220690001	4	11	TASK	2	0.658727091999936	2	RIGHT	28	1	0	1	17	77.0084454369999	76.0156220690001	77.0084454369999
81.525786704	4	12	TASK	2	0.856131301000005	2	RIGHT	28	1	0	1	11	82.5019733169997	81.525786704	82.5019733169997
92.512957939	4	13	TASK	2	0.771578796000085	1	LEFT	5	1	0	1	8	93.5056830089998	92.512957939	93.5056830089998
98.006438073	2	14	CONTROL	1	n/a	1	n/a	n/a	0	0	0	0	98.0229337349997	98.006438073	98.0229337349997
104.50935523	4	15	TASK	2	0.582473434999883	1	LEFT	5	1	0	1	5	105.502275381	104.50935523	105.502275381
109.010212897	2	16	CONTROL	1	n/a	1	n/a	n/a	0	0	0	0	109.026678839	109.010212897	109.026678839
112.021659528	2	17	CONTROL	1	n/a	2	n/a	n/a	0	0	0	0	112.038189967	112.021659528	112.038189967
118.508015105	4	18	TASK	2	0.656298547000006	2	RIGHT	28	1	0	1	25	119.51733496	118.508015105	119.51733496
125.010921948	2	19	CONTROL	1	n/a	1	n/a	n/a	0	0	0	0	125.027494917	125.010921948	125.027494917
129.015342101	4	20	TASK	2	0.854087032999814	1	LEFT	5	1	0	1	21	130.008081947	129.015342101	130.008081947
135.005271087	4	21	TASK	2	1.0069154759999	2	RIGHT	28	1	0	1	35	136.014633147	135.005271087	136.014633147
151.006115153	4	22	TASK	2	0.731117310000172	1	LEFT	5	1	0	1	4	152.015474639	151.006115153	152.015474639
155.52343981	4	23	TASK	2	0.64893918100006	2	RIGHT	28	1	0	1	34	156.516267916	155.52343981	156.516267916
161.016977358	2	24	CONTROL	1	n/a	2	n/a	n/a	0	0	0	0	161.033521073	161.016977358	161.033521073
165.004769816	2	25	CONTROL	1	n/a	1	n/a	n/a	0	0	0	0	165.021329428	165.004769816	165.021329428
174.502777622	2	26	CONTROL	1	n/a	2	n/a	n/a	0	0	0	0	174.519202992	174.502777622	174.519202992
179.516380206	2	27	CONTROL	1	n/a	2	n/a	n/a	0	0	0	0	179.532925104	179.516380206	179.532925104
182.048088411	4	28	TASK	2	0.488946840000153	2	RIGHT	28	1	0	1	15	183.007789958	182.048088411	183.007789958
189.014297752	2	29	CONTROL	1	n/a	2	n/a	n/a	0	0	0	0	189.030835661	189.014297752	189.030835661
193.018659068	4	30	TASK	2	0.507054069999867	2	RIGHT	28	1	0	1	36	194.011505247	193.018659068	194.011505247
202.020164892	4	31	TASK	2	1.23596892000023	2	RIGHT	28	1	0	1	14	203.012937451	202.020164892	203.012937451
209.51591063	4	32	TASK	2	0.714776692999749	1	LEFT	5	1	0	1	77	210.508739028	209.51591063	210.508739028
216.018819255	2	33	CONTROL	1	n/a	2	n/a	n/a	0	0	0	0	216.035332084	216.018819255	216.035332084
220.519582004	4	34	TASK	2	0.65166030599994	1	LEFT	5	1	0	1	87	221.512387337	220.519582004	221.512387337
226.013111347	4	35	TASK	2	0.76798726700008	1	LEFT	5	1	0	1	73	227.005905691	226.013111347	227.005905691
240.011887147	4	36	TASK	2	0.651620232999903	1	LEFT	5	1	0	1	94	241.004572925	240.011887147	241.004572925
254.010423799	4	37	TASK	2	0.49010714699989	1	LEFT	5	1	0	1	64	255.003228166	254.010423799	255.003228166
261.522750949	4	38	TASK	2	0.608451458999753	2	RIGHT	28	1	0	1	69	262.515574653	261.522750949	262.515574653
280.022155829	2	39	CONTROL	1	n/a	1	n/a	n/a	0	0	0	0	280.038695797	280.022155829	280.038695797
283.017170979	4	40	TASK	2	0.698257644000023	2	RIGHT	28	1	0	1	97	284.009960329	283.017170979	284.009960329
292.002081976	4	41	TASK	2	1.45559471700017	1	LEFT	5	1	0	1	63	293.011454105	292.002081976	293.011454105
297.512232884	2	42	CONTROL	1	n/a	1	n/a	n/a	0	0	0	0	297.528785023	297.512232884	297.528785023
305.520917993	2	43	CONTROL	1	n/a	1	n/a	n/a	0	0	0	0	305.537460044	305.520917993	305.537460044
316.50803492	4	44	TASK	2	0.652531918000022	1	LEFT	5	1	0	1	70	317.517418105	316.50803492	317.517418105
324.003812277	4	45	TASK	2	n/a	1	n/a	n/a	0	0	0	104	325.013160884	324.003812277	325.013160884
331.019633221	2	46	CONTROL	1	n/a	1	n/a	n/a	0	0	0	0	331.036208239	331.019633221	331.036208239
336.513233981	4	47	TASK	2	0.645040925000103	2	RIGHT	28	1	0	1	45	337.506044065	336.513233981	337.506044065
347.00396706	4	48	TASK	2	0.627100327000335	2	RIGHT	28	1	0	1	83	348.013370382	347.00396706	348.013370382
358.024201899	2	49	CONTROL	1	n/a	1	n/a	n/a	0	0	0	0	358.040680879	358.024201899	358.040680879
363.021352078	2	50	CONTROL	1	n/a	2	n/a	n/a	0	0	0	0	363.037878579	363.021352078	363.037878579
370.517034599	2	51	CONTROL	1	n/a	2	n/a	n/a	0	0	0	0	370.533607919	370.517034599	370.533607919
376.523567684	4	52	TASK	2	0.705042804000186	2	RIGHT	28	1	0	1	93	377.516461293	376.523567684	377.516461293
383.522954201	4	53	TASK	2	n/a	1	n/a	n/a	0	0	0	46	384.515730874	383.522954201	384.515730874
390.522222363	4	54	TASK	2	n/a	2	n/a	n/a	0	0	0	96	391.515019079	390.522222363	391.515019079
405.017307644	4	55	TASK	2	0.869014838999647	2	RIGHT	28	1	0	1	49	406.010160708	405.017307644	406.010160708
412.016715574	4	56	TASK	2	n/a	2	n/a	n/a	0	0	0	103	413.009470469	412.016715574	413.009470469
418.519573632	4	57	TASK	2	1.52897781799993	2	RIGHT	28	1	0	1	66	419.512364373	418.519573632	419.512364373
429.506762746	4	58	TASK	2	0.52224762700007	2	RIGHT	28	1	0	1	48	430.516049422	429.506762746	430.516049422
443.5219352	4	59	TASK	2	n/a	2	n/a	n/a	0	0	0	99	444.514699077	443.5219352	444.514699077
448.022699528	4	60	TASK	2	n/a	1	n/a	n/a	0	0	0	98	449.015493933	448.022699528	449.015493933
453.019837791	4	61	TASK	2	n/a	2	n/a	n/a	0	0	0	62	454.012674845	453.019837791	454.012674845
459.506296798	2	62	CONTROL	1	n/a	1	n/a	n/a	0	0	0	0	459.522767345	459.506296798	459.522767345
465.016308544	4	63	TASK	2	0.61050235599987	1	LEFT	5	1	0	1	102	466.009090125	465.016308544	466.009090125
473.521368625	4	64	TASK	2	0.671937975999754	2	RIGHT	28	1	0	1	82	474.514334303	473.521368625	474.514334303
