onset	duration	value	trial_type
8.2563	13.5000	1	rest_ons
21.7563	3.0000	1	prep_ons
24.7563	13.5000	1	hold_ons
38.2563	13.5000	1	rest_ons
51.7563	3.0000	1	prep_ons
54.7563	13.5000	1	hold_ons
68.2563	13.5000	1	rest_ons
81.7563	3.0000	1	prep_ons
84.7563	13.5000	1	hold_ons
98.2563	13.5000	1	rest_ons
111.7563	3.0000	1	prep_ons
114.7563	13.5000	1	hold_ons
128.2563	13.5000	1	rest_ons
141.7563	3.0000	1	prep_ons
144.7563	13.5000	1	hold_ons
