onset	duration	trial_type	PresentedStimulusArrowDirection	ReactionTime	SubjectResponseButton	SubjectResponseButtonCode	SubjectResponseCorrectness	TrialOutcome	StopSignalDelay	LadderNumber	LadderTime	LadderMovement	TimeCourse	onset_noTriggerAdjust	TimeCourse_noTriggerAdjust
0.00251627600005122	1.5	GO	LEFT	0.592363707000004	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	0	0.00251627600005122	0
0	1.25	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	1.5	0	1.5
2.76514132400007	1.5	GO	RIGHT	0.394263684999942	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	2.75	2.76514132400007	2.75
0	0.875	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	4.25	0	4.25
5.14236237999989	1.5	GO	RIGHT	0.358526312999857	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	5.125	5.14236237999989	5.125
0	2.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	6.625	0	6.625
9.26091245599991	1.5	STOP	LEFT	0.36757539700011	LEFT	95	CorrectResponse	UnsuccessfulStop	0.255838125000082	1	250	-1	9.25	9.26091245599991	9.25
0	0.75	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	10.75	0	10.75
11.5043334009999	1.5	STOP	RIGHT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.354008557000043	2	350	1	11.5	11.5043334009999	11.5
0	2.5	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	13	0	13
15.505533948	1.5	GO	LEFT	0.34855160699999	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	15.5	15.505533948	15.5
0	2	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	17	0	17
19.0044973639999	1.5	GO	RIGHT	0.505311053000014	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	19	19.0044973639999	19
0	0.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	20.5	0	20.5
21.1307647839999	1.5	GO	LEFT	0.594489668999813	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	21.125	21.1307647839999	21.125
