onset	duration	trial_number	trial_type	trial_type_coded	reaction_time	expected_response_coded	response	response_coded	accuracy	accuracy_scrambled	accuracy_task	rec_codes_during_enc	onset_probe	onset_noTriggerAdjust	onset_probe_noTriggerAdjust
0.0132225199686218	2	1	CONTROL	1	1.48665000721485	1	LEFT	5	1	1	0	0	0.0463672367841355	0.0132225199686218	0.0463672367841355
4.52274947596743	2	2	CONTROL	1	0.663953518031121	2	RIGHT	28	1	1	0	0	4.53932749996784	4.52274947596743	4.53932749996784
11.5191606967837	4	3	TASK	2	1.16309324052963	1	LEFT	5	1	0	1	16	12.5140152104705	11.5191606967837	12.5140152104705
19.5269770019677	2	4	CONTROL	1	1.01690995784702	1	LEFT	5	1	1	0	0	19.5434576781518	19.5269770019677	19.5434576781518
22.0635882499682	4	5	TASK	2	2.06117660903146	2	RIGHT	28	1	0	1	28	23.0086044289674	22.0635882499682	23.0086044289674
38.5266730357853	4	6	TASK	2	2.3962896138728	1	LEFT	5	1	0	1	1	39.5049501371268	38.5266730357853	39.5049501371268
49.5187298529672	2	7	CONTROL	1	1.13378037884831	2	RIGHT	28	1	1	0	0	49.5352330761507	49.5187298529672	49.5352330761507
56.5151681149673	2	8	CONTROL	1	0.804422573215561	2	RIGHT	28	1	1	0	0	56.5316640327837	56.5151681149673	56.5316640327837
66.0149499251511	4	9	TASK	2	1.67469662552867	2	RIGHT	28	1	0	1	33	67.0098498474708	66.0149499251511	67.0098498474708
70.524573251967	2	10	CONTROL	1	1.27979132603105	2	RIGHT	28	1	1	0	0	70.5411460429677	70.524573251967	70.5411460429677
76.0122451771513	4	11	TASK	2	2.33719662658405	2	RIGHT	28	1	0	1	17	77.007077502416	76.0122451771513	77.007077502416
81.5165062069682	4	12	TASK	2	1.79239752187095	2	RIGHT	28	1	0	1	11	82.5113321501285	81.5165062069682	82.5113321501285
92.5085784259682	4	13	TASK	2	0.872636306032291	1	LEFT	5	1	0	1	8	93.5199132269681	92.5085784259682	93.5199132269681
98.0129157245992	2	14	CONTROL	1	0.742107194031632	1	LEFT	5	1	1	0	0	98.0294278139681	98.0129157245992	98.0294278139681
104.51194908531	4	15	TASK	2	0.932028397213799	1	LEFT	5	1	0	1	5	105.506709065785	104.51194908531	105.506709065785
109.021492686968	2	16	CONTROL	1	0.824508793031782	1	LEFT	5	1	1	0	0	109.038042915969	109.021492686968	109.038042915969
112.02228342015	2	17	CONTROL	1	0.566035104215189	2	RIGHT	28	1	1	0	0	112.038849546785	112.02228342015	112.038849546785
118.521321428785	4	18	TASK	2	0.831100054214403	2	RIGHT	28	1	0	1	25	119.516106208785	118.521321428785	119.516106208785
125.020322271152	2	19	CONTROL	1	2.35078070721647	1	LEFT	5	1	1	0	0	125.036976865784	125.020322271152	125.036976865784
129.015949538152	4	20	TASK	2	0.958494327847802	1	LEFT	5	1	0	1	21	130.010674650151	129.015949538152	130.010674650151
135.017691552785	4	21	TASK	2	1.3697079418489	2	LEFT	5	0	0	0	35	136.012335264151	135.017691552785	136.012335264151
151.016593448969	4	22	TASK	2	0.678143488055866	1	LEFT	5	1	0	1	4	152.011414708944	151.016593448969	152.011414708944
155.526153669784	4	23	TASK	2	0.700706077806899	2	RIGHT	28	1	0	1	34	156.520860239192	155.526153669784	156.520860239192
161.013873177968	2	24	CONTROL	1	0.634891829031403	2	RIGHT	28	1	1	0	0	161.030409777968	161.013873177968	161.030409777968
165.009421908968	2	25	CONTROL	1	0.548262264215737	1	LEFT	5	1	1	0	0	165.025975630784	165.009421908968	165.025975630784
174.509281905599	2	26	CONTROL	1	0.555759664608559	2	RIGHT	28	1	1	0	0	174.525958479391	174.509281905599	174.525958479391
179.516224473968	2	27	CONTROL	1	0.555895762847285	2	RIGHT	28	1	1	0	0	179.532739976152	179.516224473968	179.532739976152
182.052877610784	4	28	TASK	2	0.715494889849651	2	RIGHT	28	1	0	1	15	183.014373773151	182.052877610784	183.014373773151
189.016045778968	2	29	CONTROL	1	0.573725463033043	2	RIGHT	28	1	1	0	0	189.032713420967	189.016045778968	189.032713420967
193.011630852785	4	30	TASK	2	0.665331276768484	2	RIGHT	28	1	0	1	36	194.006430785232	193.011630852785	194.006430785232
202.014194361967	4	31	TASK	2	0.587865764031449	2	RIGHT	28	1	0	1	14	203.008884142968	202.014194361967	203.008884142968
209.508030588784	4	32	TASK	2	0.695052906399724	1	LEFT	5	1	0	1	77	210.5193727716	209.508030588784	210.5193727716
216.007031247967	2	33	CONTROL	1	0.639068413214773	2	RIGHT	28	1	1	0	0	216.023583242784	216.007031247967	216.023583242784
220.516591202968	4	34	TASK	2	0.627792214032524	1	LEFT	5	1	0	1	87	221.511285505967	220.516591202968	221.511285505967
226.020893954785	4	35	TASK	2	0.667718232214611	1	LEFT	5	1	0	1	73	227.015645186784	226.020893954785	227.015645186784
240.013695190784	4	36	TASK	2	0.621766978030792	1	LEFT	5	1	0	1	94	241.008447889968	240.013695190784	241.008447889968
254.023145420784	4	37	TASK	2	0.638768517030257	1	LEFT	5	1	0	1	64	255.017840292969	254.023145420784	255.017840292969
261.516876586151	4	38	TASK	2	1.58101005371282	2	RIGHT	28	1	0	1	69	262.511782008287	261.516876586151	262.511782008287
280.019381988599	2	39	CONTROL	1	0.85077360824107	1	LEFT	5	1	1	0	0	280.035946536758	280.019381988599	280.035946536758
283.020133444599	4	40	TASK	2	1.37983988621454	2	RIGHT	28	1	0	1	97	284.014906291784	283.020133444599	284.014906291784
292.022623601784	4	41	TASK	2	1.62085984321493	1	LEFT	5	1	0	1	63	293.017392959784	292.022623601784	293.017392959784
297.526986080968	2	42	CONTROL	1	0.785299466215292	1	LEFT	5	1	1	0	0	297.543542932784	297.526986080968	297.543542932784
305.518146226785	2	43	CONTROL	1	0.623178575528073	1	LEFT	5	1	1	0	0	305.534781521472	305.518146226785	305.534781521472
316.510123165785	4	44	TASK	2	0.514303122528872	1	LEFT	5	1	0	1	70	317.50496392147	316.510123165785	317.50496392147
324.020577396599	4	45	TASK	2	0.570447337871883	1	LEFT	5	1	0	1	104	325.015358069128	324.020577396599	325.015358069128
331.016962148784	2	46	CONTROL	1	0.572507597871663	1	LEFT	5	1	1	0	0	331.033607597128	331.016962148784	331.033607597128
336.521253401785	4	47	TASK	2	1.39287831321417	2	RIGHT	28	1	0	1	45	337.516023625785	336.521253401785	337.516023625785
347.015832000152	4	48	TASK	2	0.748304628528786	2	RIGHT	28	1	0	1	83	348.010671507471	347.015832000152	348.010671507471
358.024498393968	2	49	CONTROL	1	n/a	1	n/a	n/a	0	0	0	0	358.041002285785	358.024498393968	358.041002285785
