onset	duration	trial_type	Load	Delay	ReactionTime	ResponseAccuracy	ExpectedResponse	ButtonPressCode	PresentationInterval	ResponseInterval	onset_noTriggerAdjust
0.0311978356985492	9.48338499897363	6	3	4.5	0.780586303327254	CORRECT	2	28	1.98949911597356	3.00087694800004	0.0311978356985492
11.5040685863105	8.00771904641351	8	5	3	1.83216951432678	CORRECT	1	5	2.00603168338785	3.00083481905131	11.5040685863105
21.5178652636978	7.99116500800028	2	1	3	0.766871592379175	CORRECT	1	5	2.00611514097454	3.00079119707789	21.5178652636978
31.5152186434398	8.00770739725795	5	3	3	0.801380502301072	CORRECT	2	28	1.9894251001806	3.00092347399914	31.5152186434398
43.5185017446729	9.49988537199988	3	1	4.5	0.684298816301634	CORRECT	1	5	2.00610046499969	3.00092198297443	43.5185017446729
59.0199716526977	6.49906926397489	1	1	1.5	1.17573853032718	CORRECT	2	28	2.00615964400004	3.00079234799978	59.0199716526977
71.520687870724	9.49993141594859	12	7	4.5	1.21080453132708	INCORRECT	2	5	2.00614984797448	3.00070455500008	71.520687870724
85.0162528446981	9.49981974502589	6	3	4.5	0.942662431301869	CORRECT	1	5	2.00603786099964	3.00077261002571	85.0162528446981
96.522180173647	9.49990631602577	9	5	4.5	0.858579554327662	CORRECT	2	28	2.00612457902571	3.00081708700054	96.522180173647
110.017635841672	8.00771883300058	11	7	3	1.00021844232742	CORRECT	2	28	2.00612350605206	3.01739586900021	110.017635841672
126.016517433698	8.00781498502602	8	5	3	0.66060275430209	CORRECT	2	28	2.00615775597453	3.01744650402634	126.016517433698
138.019934147673	9.49989763297435	9	5	4.5	0.987979959300901	INCORRECT	1	28	2.00607691002551	3.00087040694871	138.019934147673
151.515428268673	6.49904341799993	4	3	1.5	1.2222922963274	INCORRECT	1	28	2.00602038499983	3.00085683199995	151.515428268673
162.010042970698	6.49896713797443	7	5	1.5	1.62989706930239	CORRECT	1	5	2.00609030600026	2.98417729497487	162.010042970698
172.521261388672	9.49987475497437	6	3	4.5	1.04644168935283	CORRECT	1	5	2.00608663002549	3.00082636200023	172.521261388672
186.016734031724	6.53217362497435	10	7	1.5	n/a	NO_RESPONSE	1	n/a	2.00605815400013	3.03395579399967	186.016734031724
