onset	duration	trial_number	trial_type	trial_type_coded	reaction_time	expected_response_coded	response	response_coded	accuracy	accuracy_scrambled	accuracy_task	rec_codes_during_enc	onset_probe	onset_noTriggerAdjust	onset_probe_noTriggerAdjust
0.0134637773198847	2	1	CONTROL	1	0.720629863195427	1	LEFT	5	1	1	0	0	0.0466516698047599	0.0134637773198847	0.0466516698047599
4.52298475193265	2	2	CONTROL	1	0.878004253420841	2	RIGHT	28	1	1	0	0	4.53971726257896	4.52298475193265	4.53971726257896
11.5193717625457	4	3	TASK	2	1.0377895630977	1	LEFT	5	1	0	1	16	12.5142550629025	11.5193717625457	12.5142550629025
19.527163379933	2	4	CONTROL	1	0.690087102454072	1	LEFT	5	1	1	0	0	19.5437937935458	19.527163379933	19.5437937935458
22.0638301139329	4	5	TASK	2	0.781111444067392	2	RIGHT	28	1	0	1	28	23.0088038009326	22.0638301139329	23.0088038009326
38.5268877691583	4	6	TASK	2	0.578438759582696	1	LEFT	5	1	0	1	1	39.5051936844175	38.5268877691583	39.5051936844175
49.5189702519328	2	7	CONTROL	1	0.762821941067159	2	RIGHT	28	1	1	0	0	49.5355396009327	49.5189702519328	49.5355396009327
56.5153873659328	2	8	CONTROL	1	1.10755348206749	2	RIGHT	28	1	1	0	0	56.5319253759326	56.5153873659328	56.5319253759326
66.0152815909328	4	9	TASK	2	0.834436817097412	2	RIGHT	28	1	0	1	33	67.0100479129028	66.0152815909328	67.0100479129028
70.5247434075454	2	10	CONTROL	1	n/a	2	n/a	n/a	0	0	0	0	70.5413267119329	70.5247434075454	70.5413267119329
76.0124991665457	4	11	TASK	2	1.0791477620669	2	RIGHT	28	1	0	1	17	77.007263313933	76.0124991665457	77.007263313933
81.5168380625455	4	12	TASK	2	0.906689563067175	2	RIGHT	28	1	0	1	11	82.5115674999329	81.5168380625455	82.5115674999329
92.5088147809329	4	13	TASK	2	1.05496521706709	1	LEFT	5	1	0	1	8	93.5201309659328	92.5088147809329	93.5201309659328
98.013125437933	2	14	CONTROL	1	0.911436676454286	1	LEFT	5	1	1	0	0	98.0297275805456	98.013125437933	98.0297275805456
104.512164728933	4	15	TASK	2	0.674315716067213	1	LEFT	5	1	0	1	5	105.506912735933	104.512164728933	105.506912735933
109.021660772933	2	16	CONTROL	1	1.24770486509715	1	LEFT	5	1	1	0	0	109.038325044903	109.021660772933	109.038325044903
112.022543466933	2	17	CONTROL	1	0.612710930454796	2	RIGHT	28	1	1	0	0	112.039120024545	112.022543466933	112.039120024545
118.521602265933	4	18	TASK	2	0.729166278067169	2	RIGHT	28	1	0	1	25	119.516286147933	118.521602265933	119.516286147933
125.020644060546	2	19	CONTROL	1	1.01311263606749	1	LEFT	5	1	1	0	0	125.037162866933	125.020644060546	125.037162866933
129.016173776158	4	20	TASK	2	0.915030482454767	1	LEFT	5	1	0	1	21	130.010994265545	129.016173776158	130.010994265545
135.017841231933	4	21	TASK	2	0.760899800067364	2	RIGHT	28	1	0	1	35	136.012680677933	135.017841231933	136.012680677933
151.016832741933	4	22	TASK	2	0.896721911323766	1	LEFT	5	1	0	1	4	152.011685572676	151.016832741933	152.011685572676
155.526303719545	4	23	TASK	2	0.88331340903369	2	RIGHT	28	1	0	1	34	156.504575603966	155.526303719545	156.504575603966
161.014035783546	2	24	CONTROL	1	0.835524293067465	2	RIGHT	28	1	1	0	0	161.030662917933	161.014035783546	161.030662917933
165.009658722933	2	25	CONTROL	1	0.799717185067038	1	LEFT	5	1	1	0	0	165.026257849933	165.009658722933	165.026257849933
174.526063679546	2	26	CONTROL	1	0.657633893969432	2	RIGHT	28	1	1	0	0	174.54270563903	174.526063679546	174.54270563903
179.516420491933	2	27	CONTROL	1	0.765791528841874	2	RIGHT	28	1	1	0	0	179.533027976158	179.516420491933	179.533027976158
182.053112342546	4	28	TASK	2	0.89990542206715	2	RIGHT	28	1	0	1	15	183.014701929933	182.053112342546	183.014701929933
189.016346453545	2	29	CONTROL	1	1.13512674367985	2	RIGHT	28	1	1	0	0	189.03293850132	189.016346453545	189.03293850132
193.011929939933	4	30	TASK	2	0.895426435067293	2	RIGHT	28	1	0	1	36	194.006662670933	193.011929939933	194.006662670933
202.014437248933	4	31	TASK	2	0.818155217067215	2	RIGHT	28	1	0	1	14	203.009187649933	202.014437248933	203.009187649933
209.524810347933	4	32	TASK	2	0.697985078067177	1	LEFT	5	1	0	1	77	210.519579728933	209.524810347933	210.519579728933
216.007237831545	2	33	CONTROL	1	1.69403371884209	2	RIGHT	28	1	1	0	0	216.023804780158	216.007237831545	216.023804780158
220.516855587546	4	34	TASK	2	0.660451874454338	1	LEFT	5	1	0	1	87	221.511574718545	220.516855587546	221.511574718545
226.021125638933	4	35	TASK	2	0.901539639454313	1	LEFT	5	1	0	1	73	227.015901502546	226.021125638933	227.015901502546
240.01397232732	4	36	TASK	2	0.627014034582771	1	LEFT	5	1	0	1	94	241.008701378417	240.01397232732	241.008701378417
254.006736344546	4	37	TASK	2	0.682265573710538	1	LEFT	5	1	0	1	64	255.01824359929	254.006736344546	255.01824359929
261.517190434933	4	38	TASK	2	0.640368807454252	2	RIGHT	28	1	0	1	69	262.511944081546	261.517190434933	262.511944081546
280.019538495933	2	39	CONTROL	1	0.69553425006734	1	LEFT	5	1	1	0	0	280.036183598933	280.019538495933	280.036183598933
